@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,8-10,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute field numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
-1.237051,-0.751427,-0.452359,-0.396641,-0.315395,-0.298769,GALAXY,-0.249878
0.710715,0.540771,0.441759,0.446372,0.455438,-0.636973,STAR,-0.368043
0.92269,0.914176,0.962513,0.890812,0.862001,-0.434051,GALAXY,-0.154195
-0.472576,-0.319883,-0.382129,-0.419456,-0.471155,1.834986,GALAXY,-0.301649
-0.048046,0.016003,0.52116,0.747345,0.896619,0.709691,STAR,-0.365924
-0.265266,-0.862274,-1.133375,-1.235065,-1.333327,1.595169,GALAXY,-0.254306
0.643174,0.914527,0.901567,0.937725,0.988936,-0.243427,STAR,-0.367973
0.844506,1.001746,1.099764,1.137082,1.154143,-1.442511,STAR,-0.36486
0.602382,0.020956,-0.331426,-0.468744,-0.615872,0.586708,GALAXY,-0.067933
-1.629565,-1.339414,-1.233924,-1.100962,-0.97903,-1.725372,STAR,-0.368065
1.075202,0.751749,0.412542,0.18366,0.049118,1.029447,GALAXY,-0.038491
-0.030206,-0.862773,-1.157884,-1.236832,-1.340985,0.020986,GALAXY,-0.169051
0.361175,-0.070992,-0.35215,-0.519781,-0.654143,1.632064,GALAXY,-0.295289
0.20407,0.014441,0.02724,0.067897,0.112151,0.814227,STAR,-0.367807
-1.656711,-1.442555,-1.222503,-1.064282,-0.932441,-0.458647,GALAXY,-0.353308
0.093134,0.215131,0.19962,0.095891,0.114818,0.125522,GALAXY,-0.114988
1.133726,0.710425,0.579659,0.57723,0.603323,-0.999773,STAR,-0.368241
0.709991,0.402312,0.112827,0.01439,-0.02964,2.376111,STAR,-0.36836
-1.89329,-1.669296,-1.33886,-1.14908,-0.991645,-1.725372,STAR,-0.367645
-0.580957,-1.238772,-1.451366,-1.52387,-1.602898,0.033285,GALAXY,-0.172366
0.274299,-0.034185,-0.304328,-0.414717,-0.494671,-0.421752,GALAXY,0.07259
0.432922,1.337908,1.508257,1.670848,1.664158,-1.559345,QSO,2.002955
0.445145,-0.134477,-0.450062,-0.575381,-0.700055,0.340742,GALAXY,-0.156804
-1.649997,-1.862779,-1.733343,-1.592992,-1.489438,0.340742,STAR,-0.368405
0.042072,0.350359,0.515869,0.61573,0.691344,0.86342,STAR,-0.367852
-0.905376,-0.77616,-0.769832,-0.807487,-0.873446,0.187013,GALAXY,-0.269933
-1.841408,-1.671358,-1.535391,-1.519474,-1.509351,0.35919,GALAXY,-0.261923
0.413647,0.493643,0.703332,0.471824,0.481111,0.254654,STAR,-0.367453
-1.340357,-1.128999,-0.984582,-0.903944,-0.82067,0.93721,STAR,-0.36641
-0.911126,-0.534614,-0.03608,0.198835,0.345072,-0.206532,STAR,-0.367786
0.846495,0.805775,0.622226,0.446618,0.387197,-0.458647,GALAXY,-0.184889
-0.012197,0.257146,0.354505,0.417877,0.486813,0.06403,STAR,-0.3667
-1.345504,-0.777765,-0.428679,-0.276535,-0.147346,-0.446349,STAR,-0.366173
0.776929,0.452649,0.223752,0.07574,-0.055956,0.783481,GALAXY,-0.154318
0.652998,1.645799,1.674573,1.588626,1.674917,1.681257,QSO,3.501162
-0.359362,-0.005765,0.202633,0.323865,0.415512,0.482173,STAR,-0.367838
0.881163,1.118937,1.185596,1.237961,1.262988,0.322295,STAR,-0.366556
1.125288,0.934264,0.73574,0.589592,0.492297,0.217759,GALAXY,-0.186091
1.158208,1.158539,0.949388,0.763241,0.676229,1.189325,GALAXY,-0.024293
0.618354,0.380257,0.237263,0.123093,0.083184,-0.323366,GALAXY,-0.142538
-1.406957,-0.768295,-0.563472,-0.438289,-0.419433,0.217759,GALAXY,-0.319894
0.388417,-0.299423,-0.7515,-0.889305,-1.044036,-1.196545,GALAXY,-0.081043
0.851172,0.3328,0.25278,0.273909,0.309693,0.014837,STAR,-0.368033
-3.527908,-2.999523,-2.732228,-2.603368,-2.580001,0.396085,GALAXY,-0.345382
0.551802,0.168418,-0.294461,-0.694327,-0.812093,-0.108146,QSO,-0.028644
-0.365522,-0.485584,-0.445815,-0.387436,-0.333143,1.330755,STAR,-0.368209
0.035406,-0.159688,-0.316399,-0.435756,-0.518028,0.377637,GALAXY,-0.189644
0.96065,0.766385,0.565159,0.407459,0.302755,-0.009759,GALAXY,-0.131641
-1.347578,-1.384937,-1.249959,-1.167103,-1.023162,0.482173,STAR,-0.368012
-0.584405,-0.269249,-0.102506,-0.021402,0.049636,0.051732,STAR,-0.366476
-1.31315,-1.297389,-1.169013,-1.035945,-0.918881,1.693555,STAR,-0.368151
0.674166,0.60517,0.607331,0.610613,0.573153,-0.51399,GALAXY,-0.273799
0.618089,-0.151356,-0.459797,-0.557894,-0.683812,0.463725,GALAXY,-0.189877
-0.044478,0.100692,0.229533,0.225659,0.249837,-0.132742,GALAXY,-0.293901
-0.717979,-0.948514,-0.85702,-0.733152,-0.64493,-1.485555,STAR,-0.367832
-1.252143,-0.739109,-0.417814,-0.246941,-0.120185,0.039434,STAR,-0.366485
0.639124,0.007426,-0.31397,-0.397503,-0.528946,0.156268,GALAXY,-0.151729
1.068777,0.766566,0.43562,0.266234,0.125527,-0.29262,GALAXY,-0.117669
0.732786,0.209136,-0.09648,-0.260912,-0.3932,1.533677,GALAXY,-0.107633
-1.232001,-1.15471,-1.153252,-1.165855,-1.170144,0.72199,GALAXY,-0.20282
-1.258749,-1.052473,-0.449685,-0.177503,-0.00721,-1.749969,STAR,-0.367197
-3.0284,-2.513422,-2.039875,-1.765789,-1.556986,-1.688477,STAR,-0.368009
0.218813,0.387963,0.476606,0.436815,0.482583,0.057881,GALAXY,-0.18224
0.773421,0.228788,-0.094465,-0.211185,-0.347973,-0.071251,GALAXY,-0.087515
0.892651,0.739303,0.621388,0.439839,0.352036,-1.620837,GALAXY,-0.189597
-1.429234,-1.293818,-1.101174,-0.933757,-0.794044,0.002539,STAR,-0.368004
-0.049975,-0.381168,-0.539651,-0.591593,-0.644688,-0.175786,GALAXY,-0.286015
0.522353,0.586081,0.593584,0.462698,0.489162,-0.741508,GALAXY,-0.143014
-1.137181,-1.363913,-1.238481,-1.100575,-0.980175,-1.657732,STAR,-0.367483
0.962795,0.365005,0.169151,0.11773,0.120962,-1.793013,STAR,-0.367808
0.638979,0.519747,0.453933,0.481522,0.502479,-0.335664,STAR,-0.367605
-0.291737,-0.218433,0.16062,0.355938,0.46746,2.259277,STAR,-0.369182
-0.809713,-0.53033,-0.241028,-0.163277,-0.086528,-1.737671,GALAXY,-0.299839
0.34108,-0.692311,-0.88505,-0.86016,-0.818179,1.466037,STAR,-0.368217
-2.767905,-2.810982,-2.779324,-2.733664,-2.730243,-0.600078,GALAXY,-0.335594
0.843831,0.424695,0.095427,-0.084484,-0.215186,-0.243427,GALAXY,-0.119698
0.532371,0.77222,1.027245,1.155413,1.246611,-0.188085,STAR,-0.36741
0.480211,0.545958,0.50812,0.428216,0.379974,-1.122756,GALAXY,-0.227265
0.752459,0.648609,0.634165,0.557941,0.535224,-1.786864,GALAXY,-0.202635
1.044041,0.750686,0.440073,0.269285,0.162945,0.21161,GALAXY,-0.054588
0.417649,0.231244,0.191654,0.226855,0.272584,1.373799,STAR,-0.367604
-0.138755,-0.864707,-1.098463,-1.179271,-1.28698,-1.01822,GALAXY,-0.229121
1.137873,0.102382,-0.333818,-0.457534,-0.565211,0.519068,GALAXY,-0.065438
0.796855,-0.122021,-0.389021,-0.549752,-0.63907,-0.095847,GALAXY,-0.135975
-0.69252,-0.693321,-0.602612,-0.521917,-0.432173,0.519068,STAR,-0.366884
0.803617,1.1156,1.180954,1.222742,1.298734,-1.098159,STAR,-0.368026
-0.226957,-0.183624,-0.260706,-0.412854,-0.474432,-0.058953,GALAXY,-0.155889
-0.591095,-0.500209,-0.375604,-0.283938,-0.204452,-1.59624,STAR,-0.368221
0.615087,0.099108,-0.250142,-0.465948,-0.66027,-0.716912,GALAXY,-0.245909
-0.306914,-1.36334,-1.572224,-1.520538,-1.443785,0.814227,STAR,-0.367918
0.683906,0.905897,0.966703,1.009274,1.082349,-1.141203,STAR,-0.368955
-0.193615,0.951228,1.328862,1.289226,1.318798,-0.120444,QSO,4.048777
0.745479,0.624737,0.676319,0.582277,0.539889,-1.700776,GALAXY,-0.218665
1.129254,0.685118,0.58335,0.599615,0.629732,-0.538586,STAR,-0.368463
0.984481,1.085606,0.932365,0.794822,0.710647,0.057881,GALAXY,0.018685
1.130736,0.893599,0.707993,0.581943,0.52847,-0.981325,GALAXY,-0.181815
0.643042,0.621113,0.540942,0.433509,0.416757,0.199312,GALAXY,-0.042234
-0.685179,-0.411205,-0.257947,-0.139873,-0.073746,0.020986,STAR,-0.367976
-1.543943,-1.308092,-1.087315,-1.020313,-0.910037,-0.520139,GALAXY,-0.278617
-0.856218,-0.988531,-1.064162,-1.108197,-1.099236,-0.692315,GALAXY,-0.162749
1.183462,0.704059,0.477933,0.315108,0.233368,-1.110457,GALAXY,-0.083372
0.261256,-0.529438,-0.861398,-0.981075,-1.076723,0.931061,GALAXY,-0.154404
0.346866,1.422278,1.679761,1.662127,1.596686,0.279251,QSO,4.845502
0.921642,0.589301,0.257544,0.075959,-0.059309,-0.052803,GALAXY,-0.072712
1.121503,0.713348,0.348338,0.123585,-0.03229,-1.74382,GALAXY,-0.158525
0.084033,1.328629,1.65142,1.694384,1.591043,0.008688,QSO,5.044996
0.253963,0.269517,0.30271,0.331743,0.378026,0.076329,STAR,-0.368317
-0.024745,1.312208,1.689619,1.561969,1.570453,-1.620837,QSO,4.343052
0.618306,0.426173,0.393335,0.396557,0.457261,-0.231129,STAR,-0.367921
0.692404,-0.035323,-0.453263,-0.637039,-0.754201,-0.261875,GALAXY,-0.129294
-0.596375,0.474204,0.427042,0.363613,0.264885,-1.620837,QSO,4.474042
0.002341,0.055446,0.092725,-0.02375,0.168906,0.439129,STAR,-0.366762
0.426919,0.539102,0.468471,0.313086,0.275343,-0.643122,GALAXY,-0.236982
0.054199,0.295387,0.424472,0.491676,0.547931,-1.067413,STAR,-0.369489
-0.89437,-1.118753,-1.041659,-0.942461,-0.856049,-0.427902,STAR,-0.368111
0.194849,0.192587,0.172851,0.153601,0.117418,0.35304,GALAXY,-0.308835
0.715235,-0.069749,-0.386319,-0.536459,-0.644253,-1.276484,GALAXY,-0.207544
-0.375105,-0.157743,-0.056483,-0.103053,-0.130576,1.386098,GALAXY,-0.228535
-0.334241,-0.920731,-1.118932,-1.158135,-1.220746,0.691244,GALAXY,-0.185553
1.084303,0.811047,0.372385,0.162129,0.037648,-1.09201,GALAXY,-0.016493
1.013628,1.769899,1.792126,1.913399,1.923488,-0.200383,QSO,2.186765
0.606203,0.5881,0.327934,0.185489,0.08866,-0.157339,GALAXY,0.039424
0.722528,0.209699,-0.141468,-0.266283,-0.34717,-0.397156,GALAXY,-0.129868
0.332823,-0.412512,-0.660122,-0.745707,-0.832491,-0.501691,GALAXY,-0.180623
0.247153,0.416299,0.432871,0.463147,0.490725,1.638213,STAR,-0.369368
-0.873251,-0.837955,-0.704187,-0.587953,-0.492205,0.002539,STAR,-0.368507
0.825629,0.906821,0.787865,0.6511,0.614693,-0.846044,GALAXY,-0.016192
0.65993,0.210996,0.085767,0.110503,0.178168,-0.852193,STAR,-0.367761
-2.511799,-2.144513,-1.588739,-1.350643,-1.194345,1.970267,STAR,-0.369523
-2.970925,-2.840678,-2.64858,-2.595895,-2.585301,-0.175786,GALAXY,-0.310073
-0.475735,0.595817,0.982286,1.079055,0.981839,-0.704613,QSO,5.266729
-0.855688,-0.656418,-0.319751,0.044959,-0.189312,-0.495542,GALAXY,-0.276264
-1.971113,-1.651344,-1.362437,-1.165978,-0.999537,-1.055115,STAR,-0.367676
0.328061,0.402141,0.242959,0.065392,-0.015645,0.482173,GALAXY,-0.098086
-2.027973,-2.213843,-2.116715,-2.033406,-1.93515,0.008688,STAR,-0.365893
-1.375134,-0.860945,-0.619626,-0.473562,-0.387181,-0.815298,GALAXY,-0.339605
-1.476993,-1.888883,-1.947753,-1.9376,-1.957329,-1.460959,GALAXY,-0.283027
-1.093122,-0.5616,-0.300242,-0.164579,-0.050121,-0.372559,STAR,-0.366981
-0.226752,-0.382964,-0.452745,-0.409363,-0.360789,-1.682328,STAR,-0.368975
0.737017,0.966118,0.927478,0.722877,0.69977,2.105548,GALAXY,-0.166609
0.97632,0.05264,-0.312595,-0.447045,-0.550414,-0.58163,GALAXY,-0.196027
0.738452,0.491252,0.440968,0.463815,0.520804,1.035596,STAR,-0.367782
0.998958,1.071087,0.97127,0.782909,0.660095,1.859582,GALAXY,-0.138907
1.12354,1.095979,0.773769,0.606648,0.470453,-1.09201,GALAXY,0.03268
-1.197417,-1.278342,-1.141915,-0.99974,-0.885049,-0.421752,STAR,-0.368373
-1.184326,-0.772642,-0.561871,-0.43486,-0.333845,1.964118,STAR,-0.369349
0.536059,-0.032655,-0.132335,-0.075947,-0.020227,0.912613,STAR,-0.368176
0.661919,0.613949,0.347302,0.168195,0.062067,0.543664,GALAXY,-0.034316
1.034277,1.321168,1.593684,1.918428,1.562687,1.263115,STAR,-0.368948
0.55126,0.331929,0.237724,0.252976,0.300564,0.174715,STAR,-0.368796
0.171005,-0.137092,-0.324911,-0.434332,-0.543601,-0.200383,GALAXY,-0.243748
1.063714,1.185026,1.310248,1.355605,1.398952,-0.858342,STAR,-0.368761
-0.484173,0.798239,0.927648,1.013934,1.120846,1.435291,QSO,3.195659
0.249696,0.532183,0.694726,0.755469,0.810296,-0.126593,STAR,-0.366989
-0.377697,-0.997927,-1.028665,-0.925115,-0.822735,-1.762267,STAR,-0.367875
0.508033,1.614731,1.852705,1.814605,1.847581,-1.110457,QSO,2.368673
0.758233,0.829445,0.623771,0.47258,0.390416,-0.181936,GALAXY,0.038307
-1.616727,-0.437542,-0.202433,-0.27177,-0.266365,-1.393318,QSO,0.020979
0.946642,0.134863,-0.183216,-0.292105,-0.414158,-0.470946,GALAXY,-0.196702
-0.153389,0.755193,1.132398,0.955107,1.315872,0.383786,GALAXY,-0.111797
0.029632,0.106187,0.480683,0.663585,0.789655,1.773494,STAR,-0.3682
0.647478,0.88787,1.226468,1.378288,1.434088,-1.331827,STAR,-0.369569
-1.964495,-1.712342,-1.04035,-0.737882,-0.524281,2.849596,STAR,-0.369022
0.592859,0.389302,0.308962,0.332648,0.34009,-0.015909,STAR,-0.3684
0.630505,0.884671,1.021012,1.113845,1.148141,-0.766105,STAR,-0.366791
0.596946,0.632135,0.7198,0.672895,0.696335,0.365339,GALAXY,-0.261801
-0.450505,-0.618272,-0.810168,-0.904322,-0.999846,0.06403,GALAXY,-0.118681
0.486504,1.721379,2.218254,2.46198,2.670646,0.605156,STAR,-0.36475
0.096883,0.921521,1.38932,1.63903,1.83999,-0.526288,STAR,-0.368114
0.835116,0.384445,0.299245,0.305859,0.325318,0.881867,STAR,-0.367621
-1.861009,-1.733588,-1.631438,-1.570749,-1.563498,-0.458647,GALAXY,-0.284406
-0.107824,0.242467,0.444386,0.479922,0.495691,-1.239589,GALAXY,-0.314748
0.264704,0.502635,0.707286,0.63291,0.674607,-1.694627,GALAXY,-0.179057
0.841348,1.632927,1.858317,1.660342,1.503608,-0.218831,QSO,0.905739
-0.158235,0.13075,0.328085,0.294474,0.351359,-0.94443,GALAXY,-0.233682
0.460719,-0.127994,-0.438923,-0.573069,-0.681095,0.266952,GALAXY,-0.1162
-2.837411,-2.52978,-2.193358,-1.969049,-1.803475,-1.706925,STAR,-0.367196
-0.914935,-0.553554,-0.302464,-0.217691,-0.136294,0.783481,GALAXY,-0.303372
1.002816,0.910063,0.696939,0.526211,0.412394,1.00485,GALAXY,-0.066217
0.620645,0.459026,0.402656,0.43423,0.478252,-0.015909,STAR,-0.36747
-0.285336,0.068934,0.309188,0.448965,0.536186,0.06403,STAR,-0.365881
0.243826,-0.27503,-0.565101,-0.701554,-0.809334,0.273102,GALAXY,-0.151671
-2.806552,-2.844281,-2.738931,-2.686337,-2.69642,-0.0774,GALAXY,-0.292377
0.68299,0.793371,0.875062,0.792685,0.832758,-0.317217,GALAXY,-0.151885
0.174718,1.177139,1.613767,1.775191,1.857028,-0.593929,QSO,1.358049
-1.187158,-1.641969,-1.745357,-1.770651,-1.81002,-0.981325,GALAXY,-0.324867
1.075612,1.90467,2.391933,2.660176,2.887834,-0.938281,STAR,-0.368506
0.994896,1.032016,0.34572,0.344333,0.355773,0.654349,STAR,-0.368009
0.862033,0.617414,0.14968,-0.067516,-0.170085,-0.464797,GALAXY,0.131725
0.82863,1.074509,1.102014,1.133706,1.157972,1.982565,STAR,-0.367026
0.782619,0.719428,0.594432,0.450135,0.465311,0.322295,GALAXY,0.007036
1.147347,0.112075,-0.43318,-0.572989,-0.715036,0.119373,GALAXY,-0.041663
-1.207856,-0.985417,-0.834602,-0.803303,-0.782315,0.396085,GALAXY,-0.289416
0.962397,1.372483,1.58763,1.40462,1.440048,0.445278,GALAXY,-0.206549
-1.251529,-0.763098,-0.423039,-0.246326,-0.12536,0.193163,STAR,-0.367563
1.178664,0.409603,0.083611,-0.126958,-0.348115,-0.975176,GALAXY,-0.196457
0.716585,0.67652,0.658392,0.592722,0.576998,0.832674,GALAXY,-0.166433
-1.564146,-1.077185,-0.737113,-0.566299,-0.431162,-0.089698,STAR,-0.367381
0.282544,0.339411,0.287871,0.188725,0.110554,1.084789,GALAXY,-0.255537
-1.503055,-1.683262,-1.738889,-1.751159,-1.803884,-0.009759,GALAXY,-0.266814
0.402184,0.11063,-0.128587,-0.246836,-0.356467,0.002539,GALAXY,-0.067646
-0.97628,-1.023457,-0.907308,-0.800946,-0.704318,-0.427902,STAR,-0.366443
1.098346,1.334252,1.39866,1.418028,1.451209,-0.138892,STAR,-0.365867
1.005419,0.935115,1.421266,1.66807,1.790149,-0.575481,STAR,-0.368521
1.117248,2.002071,2.3633,2.30478,2.01298,1.693555,QSO,0.657732
-0.534897,-0.094035,0.164085,0.29406,0.400782,0.555962,STAR,-0.366772
1.156111,0.931086,0.618121,0.457414,0.323989,0.273102,GALAXY,-0.036541
0.947088,0.910371,0.57432,0.349133,0.270879,-0.901386,GALAXY,0.022938
1.094658,0.250949,-0.173349,-0.303104,-0.437314,0.230057,GALAXY,-0.119
0.677734,0.856197,1.124988,1.237873,1.354177,-0.987474,STAR,-0.368155
0.973885,0.628128,0.328829,0.226231,0.099536,0.408383,GALAXY,-0.177251
-0.168228,0.714464,1.045596,1.232905,1.209585,-1.460959,QSO,6.100706
0.034261,-0.326484,-0.566626,-0.697131,-0.806517,-1.725372,GALAXY,-0.060683
0.32295,-0.096246,-0.095774,-0.049985,0.033067,0.992552,STAR,-0.367536
0.264752,-0.261447,-0.441334,-0.590784,-0.684673,1.66281,GALAXY,-0.215951
-1.044338,-0.741362,-0.480286,-0.326359,-0.191477,-0.470946,STAR,-0.368336
-1.455958,-1.146537,-0.877075,-0.711594,-0.586086,-0.058953,STAR,-0.367762
-0.321174,-0.016383,0.22377,0.325659,0.410019,-0.15119,STAR,-0.367147
0.347626,-0.511518,-0.854026,-0.976415,-1.093752,-1.424064,GALAXY,-0.175394
0.998404,0.808931,0.341229,0.147482,0.010554,0.72199,GALAXY,0.096006
-2.023887,-1.936882,-1.709729,-1.508616,-1.36094,-0.040505,STAR,-0.367705
-1.678988,-1.152648,-0.797665,-0.629425,-0.496117,0.377637,STAR,-0.367248
0.670308,0.912699,0.975488,0.888288,0.874106,0.328444,GALAXY,-0.180305
0.974211,1.00876,1.031595,1.060839,1.099353,-1.085861,STAR,-0.368058
-0.025818,-0.092473,-0.116149,-0.19208,-0.241695,-0.354112,GALAXY,-0.21697
0.898437,0.292539,-0.020196,-0.183033,-0.292305,0.875718,GALAXY,-0.155443
1.0117,1.220557,1.179325,1.168918,1.202421,0.002539,STAR,-0.365094
1.126493,0.197827,-0.263258,-0.463064,-0.620904,0.100925,GALAXY,-0.198035
0.174163,0.086354,-0.019678,-0.121604,-0.153942,0.107074,GALAXY,-0.240144
0.718212,0.523149,0.305083,0.125862,0.007536,-0.15119,GALAXY,-0.122324
-1.150055,0.690454,2.006489,1.53431,-0.194922,0.027136,STAR,-0.367819
0.308943,-0.467069,-0.674133,-0.752731,-0.839973,1.613616,GALAXY,-0.227236
-1.627576,-1.737946,-1.526973,-1.341271,-1.191035,0.660498,STAR,-0.368177
1.144912,0.736306,0.615306,0.599298,0.606492,1.060193,STAR,-0.367658
0.954309,0.817275,0.667091,0.514694,0.47215,0.279251,GALAXY,-0.202813
-0.986261,-1.1417,-1.042073,-0.900128,-0.798182,0.72199,STAR,-0.368629
0.855415,0.367545,0.045242,-0.153088,-0.313798,0.07018,GALAXY,-0.121736
0.837972,1.830259,1.865473,1.889389,1.925745,0.445278,QSO,2.322021
-2.491825,-2.080985,-1.78574,-1.603771,-1.458741,0.476024,STAR,-0.368004
-0.821815,-1.170727,-1.281793,-1.358442,-1.47062,-0.815298,GALAXY,-0.289268
-1.364309,-1.000722,-0.818595,-0.699215,-0.606483,-1.762267,STAR,-0.367327
-0.557825,-0.931062,-0.97736,-0.99283,-0.88632,1.453738,STAR,-0.368238
0.638401,1.612425,1.798189,1.723802,1.810388,-1.147352,QSO,3.706599
1.015352,0.973845,0.892867,0.813469,0.751083,1.736599,GALAXY,-0.247606
0.463094,1.412883,1.566605,1.453055,1.528387,-1.442511,QSO,3.794397
-0.260745,-0.425968,-0.452274,-0.465183,-0.511541,-1.491705,GALAXY,-0.291414
0.546209,0.283866,0.098337,-0.029614,-0.131086,0.771183,GALAXY,-0.174895
0.361163,1.440995,1.6854,1.684177,1.749345,0.002539,QSO,3.4493
0.756256,-0.112593,-0.502714,-0.648521,-0.789254,-0.040505,GALAXY,-0.15738
1.163922,0.211145,-0.301136,-0.443907,-0.587013,0.949508,GALAXY,-0.058031
0.346577,0.324818,0.299556,0.20746,0.206517,0.2854,GALAXY,-0.202599
1.03218,1.434204,1.516128,1.346532,1.375377,0.051732,GALAXY,-0.13368
-0.481268,0.338848,0.644777,0.77773,0.942447,1.859582,STAR,-0.366785
0.188749,0.286566,0.09312,-0.02171,-0.094261,0.205461,GALAXY,-0.048396
-0.491068,-0.345583,-0.153341,-0.045501,0.020753,-0.22498,STAR,-0.367318
0.766864,-0.069419,-0.481048,-0.604043,-0.753148,-0.243427,GALAXY,-0.128485
0.756847,-0.23748,-0.693924,-0.837178,-0.984263,-1.565494,GALAXY,-0.123792
0.731762,0.766863,0.464318,0.323267,0.287515,-0.00361,GALAXY,0.02053
-1.573548,-1.691403,-1.55457,-1.407123,-1.276899,-0.827596,STAR,-0.367289
-2.778839,-1.879381,-0.940414,-0.473861,-0.194629,2.160891,STAR,-0.369991
0.584518,0.043393,-0.228345,-0.322508,-0.418413,-1.227291,GALAXY,-0.189274
-2.200676,-1.985381,-1.795881,-1.661376,-1.562453,-0.175786,STAR,-0.365797
-2.421801,-2.398197,-2.065259,-1.81228,-1.632792,0.537515,STAR,-0.367816
0.149633,-0.139303,-0.239399,-0.252841,-0.220469,-0.489393,STAR,-0.367892
0.711655,0.505409,0.224316,0.07457,-0.042748,-1.202695,GALAXY,-0.066835
-2.204401,-2.007839,-1.783226,-1.68121,-1.607053,0.777332,GALAXY,-0.311692
0.718863,0.406489,0.085833,-0.122316,-0.254435,-0.673868,GALAXY,-0.090564
-0.455363,-0.352003,-0.347056,-0.379066,-0.431997,-0.557034,GALAXY,-0.282295
1.030191,0.994571,0.767254,0.551444,0.392155,1.127833,STAR,-0.368285
0.705917,0.734127,0.743527,0.645377,0.630208,-1.09201,GALAXY,-0.151612
0.700179,0.504346,0.368836,0.26241,0.171547,0.187013,GALAXY,-0.187264
0.337295,1.90839,2.624016,3.02985,3.287584,-0.36641,STAR,-0.367789
0.32248,0.121025,-0.049751,-0.164148,-0.250021,-1.651583,GALAXY,-0.224773
-0.70719,-0.458821,-0.26628,-0.129182,-0.027541,0.027136,STAR,-0.368235
0.79882,-0.513027,-0.924661,-0.963623,-0.950724,0.236207,STAR,-0.368218
0.351471,-0.022473,-0.222752,-0.336285,-0.445557,-0.692315,GALAXY,-0.161409
-1.776062,-1.985136,-1.77544,-1.581519,-1.415638,0.482173,STAR,-0.367617
-1.95531,-2.163379,-2.130716,-2.094351,-2.05972,-1.768416,GALAXY,-0.245735
-0.657816,-0.147954,0.138362,0.2822,0.36919,0.303847,STAR,-0.368423
-0.242676,-0.576884,-0.56238,-0.471109,-0.357687,-1.005922,STAR,-0.36796
-0.589468,-0.788458,-0.784539,-0.726171,-0.647547,-0.962878,STAR,-0.367833
-0.469334,-1.229068,-1.407857,-1.45925,-1.529122,-0.427902,GALAXY,-0.250906
-1.676396,-1.329296,-0.84381,-0.579337,-0.416875,-1.67003,STAR,-0.368411
-0.819127,-1.000127,-1.164607,-1.253053,-1.357077,-1.700776,GALAXY,-0.218931
-1.03936,-0.786119,-0.59476,-0.477087,-0.373939,-1.09201,STAR,-0.368424
-0.649944,-0.283618,-0.094785,0.018487,0.122542,0.512918,STAR,-0.367868
0.535264,0.815808,0.845139,0.731784,0.773621,0.230057,GALAXY,-0.166495
0.298408,0.654848,0.679878,0.497189,0.575694,-1.473257,GALAXY,-0.055539
0.826256,0.344354,-0.086942,-0.26929,-0.427174,0.709691,GALAXY,0.007852
-1.322276,-0.857363,-0.539293,-0.369852,-0.239839,-0.341814,STAR,-0.367407
0.596066,0.266531,0.033803,-0.115212,-0.213305,-1.356423,GALAXY,-0.233312
0.784861,-0.061108,-0.430769,-0.562422,-0.665128,-0.569332,GALAXY,-0.170664
-1.965942,-1.730538,-1.078634,-0.745267,-0.529473,-1.067413,STAR,-0.368353
0.865179,0.165516,-0.205474,-0.344576,-0.478378,-0.803,GALAXY,-0.119817
0.521112,1.835647,2.223018,2.045313,2.016031,-0.126593,QSO,4.534431
-1.427426,-1.92433,-1.926173,-1.820958,-1.711692,0.531366,STAR,-0.367395
0.99404,1.907263,2.234204,2.16513,2.269768,0.605156,QSO,3.808119
-1.119473,-1.231098,-1.11736,-1.007002,-0.872827,0.476024,STAR,-0.367976
0.380425,0.231456,0.021478,-0.129525,-0.254067,-1.331827,GALAXY,-0.207051
0.15648,0.164272,0.187069,0.233423,0.28693,-0.51399,STAR,-0.369578
1.102758,0.867463,0.523053,0.375456,0.248182,-1.067413,GALAXY,-0.097025
0.546161,0.685894,0.634081,0.647715,0.684154,0.045583,STAR,-0.366
-1.339393,-1.392877,-1.230892,-1.067262,-0.947723,1.361501,STAR,-0.36805
0.224888,0.361402,0.344882,0.262884,0.259685,-0.311068,GALAXY,-0.151651
-0.967576,-1.238187,-1.130146,-1.012972,-0.892548,-0.458647,STAR,-0.367719
0.146053,-0.166629,-0.188442,-0.124909,-0.071991,0.045583,STAR,-0.368121
0.816214,0.761783,0.340193,0.130355,-0.008732,2.062504,GALAXY,0.035596
-0.170205,-0.014523,0.088366,0.086009,0.049737,1.607467,GALAXY,-0.279293
0.305881,0.213717,-0.09358,-0.258758,-0.366808,-0.790701,GALAXY,-0.029777
0.306822,-0.309318,-0.396864,-0.343362,-0.252604,-0.563183,STAR,-0.368191
