@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-4,8-11'

@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
1.698516,1.887841,2.084306,QSO,3.071109,-0.681595
0.318227,0.309297,0.350631,GALAXY,-0.2466,-0.632651
2.928797,3.218806,3.247064,STAR,-0.368254,-0.839671
-1.480357,-1.165072,-0.943877,STAR,-0.36774,1.010286
-0.723997,-0.521785,-0.398776,STAR,-0.368213,2.504405
-0.105773,-0.319747,-0.497647,GALAXY,-0.198031,-0.661091
0.314687,0.194615,0.276898,GALAXY,-0.179308,-0.88134
0.687928,0.516259,0.391586,GALAXY,-0.080773,-0.632651
0.273315,0.189788,0.16766,GALAXY,-0.1333,-0.681595
0.418766,0.331224,0.250305,GALAXY,-0.009549,-0.393883
0.630616,0.575709,0.607177,GALAXY,-0.279505,-0.825782
-1.151086,-1.186744,-1.220905,GALAXY,-0.233769,0.328374
1.448233,1.488644,1.500089,STAR,-0.367379,-0.842978
-0.508655,-0.603427,-0.717084,GALAXY,-0.218174,1.972633
-0.380895,-0.309012,-0.238042,STAR,-0.368127,0.540025
-0.559565,-0.651616,-0.715763,GALAXY,-0.247441,-0.688209
1.880613,1.762935,1.874182,QSO,3.534533,-0.828427
-0.944038,-1.045836,-1.123086,GALAXY,-0.176542,-0.878694
1.225386,1.401191,1.32215,QSO,1.44954,-0.69813
0.355644,0.315979,0.271631,GALAXY,-0.256149,-0.37404
0.040874,-0.120795,-0.20482,GALAXY,0.047513,-0.631989
-0.382421,-0.407886,-0.433853,GALAXY,-0.252499,-0.827105
-0.489739,-0.653708,-0.819032,GALAXY,0.041975,-0.622068
0.508044,0.529983,0.564475,STAR,-0.367867,-0.682256
0.333122,0.213122,0.12347,GALAXY,0.023207,-0.682256
0.173567,0.165514,0.156742,STAR,-0.367685,2.419084
-0.634117,-0.543721,-0.437164,STAR,-0.367834,1.311887
0.595166,0.420866,0.468287,GALAXY,-0.038032,-0.818506
1.916853,2.238489,2.448217,STAR,-0.367405,-0.415048
-0.452293,-0.376007,-0.334422,GALAXY,-0.308993,-0.661091
-0.092902,-0.26238,-0.348416,GALAXY,0.053285,2.497791
-0.90117,-0.79088,-0.702563,STAR,-0.367866,1.075765
0.777168,0.650036,0.542263,GALAXY,-0.233067,-0.828427
0.341879,0.45017,0.544094,STAR,-0.366787,2.913816
0.045299,-0.119749,-0.253766,GALAXY,-0.057612,-0.622068
1.581528,1.98333,2.351226,STAR,-0.368271,1.67963
0.629975,0.593021,0.612444,STAR,-0.36756,1.342312
0.317709,0.146145,0.002094,GALAXY,0.015406,-0.661091
-0.432907,-0.564936,-0.695841,GALAXY,-0.135094,-0.628682
-1.346261,-0.885525,-0.602788,STAR,-0.368457,-0.839671
0.149651,-0.02848,-0.148123,GALAXY,-0.092993,-0.415048
2.205402,2.112536,2.113799,QSO,3.772786,-0.69813
-0.877866,-0.75318,-0.650314,STAR,-0.368634,1.342312
0.708153,0.629279,0.600473,GALAXY,-0.183427,-0.66043
2.02403,2.074459,2.150248,QSO,2.829268,-0.681595
0.29288,0.063616,-0.122509,GALAXY,-0.102744,-0.682918
0.459903,0.300021,0.190533,GALAXY,-0.204213,-0.823798
-0.012974,-0.031513,0.133193,QSO,0.245992,-0.82512
-0.824621,-1.035172,-1.194621,GALAXY,-0.265994,-0.629344
-0.05428,0.067853,0.202495,STAR,-0.367716,-0.827766
-1.575199,-1.290137,-1.058833,STAR,-0.368469,1.079733
-0.526648,-0.588287,-0.645582,GALAXY,-0.203302,-0.827105
0.097951,-0.041105,-0.125393,GALAXY,-0.097557,-0.84827
-1.950955,-1.879187,-1.866249,GALAXY,-0.278764,-0.864805
1.341442,1.438838,1.490709,STAR,-0.369265,0.801942
1.469813,1.588916,1.658156,STAR,-0.365848,-0.668367
1.069446,1.270069,1.26522,QSO,1.993111,-0.682256
-1.558939,-1.439055,-1.340834,STAR,-0.367804,0.841627
-0.677692,-0.613608,-0.546326,STAR,-0.367587,0.527458
-0.229239,-0.002632,0.177475,STAR,-0.368395,-0.825782
-0.330767,-0.264604,-0.190533,STAR,-0.368168,0.637913
-0.055833,-0.207835,-0.31236,GALAXY,-0.193661,-0.589659
0.530783,0.447682,0.384973,GALAXY,-0.154527,-0.880679
-0.534952,-0.619877,-0.711282,GALAXY,-0.193811,-0.632651
-1.734642,-1.577985,-1.470921,STAR,-0.3678,1.131985
0.744817,0.651575,0.594964,GALAXY,-0.218656,-0.569817
-0.32315,-0.325567,-0.290692,STAR,-0.368492,1.114788
1.224632,1.260327,1.324416,STAR,-0.36801,2.504405
0.572946,0.696519,0.789873,STAR,-0.369104,2.319211
-0.3747,-0.020752,0.164467,STAR,-0.366426,1.310565
0.16964,0.133248,0.214751,GALAXY,-0.180636,-0.632651
-0.54642,-0.409741,-0.290157,STAR,-0.367806,1.132646
1.919593,1.790972,1.814008,QSO,1.141551,-0.631328
-0.150911,-0.078515,-0.02092,STAR,-0.368095,-0.87671
-0.35956,-0.446887,-0.65864,GALAXY,-0.074258,-0.818506
0.1152,-0.042433,-0.154226,GALAXY,-0.080102,-0.762287
-1.347918,-1.176924,-1.051777,STAR,-0.368304,-0.825782
-2.261225,-2.061716,-1.894379,STAR,-0.368077,1.08767
-0.464731,-0.597343,-0.716398,GALAXY,-0.111033,-0.650509
0.316156,0.220076,0.17561,GALAXY,-0.139497,-0.606856
-0.362723,-0.517715,-0.706718,GALAXY,-0.069109,-0.66043
0.757933,0.823949,0.900882,STAR,-0.366995,0.841627
-0.365586,-0.345718,-0.29228,STAR,-0.368085,1.243762
1.723044,1.8551,1.722777,QSO,6.021992,2.315904
0.871211,0.701812,0.824248,GALAXY,-0.180442,-0.706067
-2.174828,-1.975889,-1.806116,STAR,-0.367503,1.132646
-0.566899,-0.68768,-0.812937,GALAXY,-0.145039,-0.824459
-0.398634,-0.228672,-0.109409,STAR,-0.367137,1.065844
-0.390094,-0.517231,-0.635124,GALAXY,-0.249983,-0.82512
2.137167,2.044592,2.014,QSO,4.492273,-0.380655
0.410688,0.231919,0.203607,GALAXY,-0.050606,-0.821152
1.865284,1.892,1.836245,QSO,2.325425,-0.826443
-1.623868,-1.451108,-1.303867,STAR,-0.36775,0.83832
0.383486,0.458707,0.504067,STAR,-0.367054,1.342312
-0.958388,-1.044825,-1.129273,GALAXY,-0.192063,2.497791
-1.42554,-1.313128,-1.208942,STAR,-0.368053,1.131985
-1.046065,-1.100628,-1.100523,STAR,-0.367739,1.114788
-0.383776,-0.320846,-0.247605,STAR,-0.367743,1.075765
1.275147,1.083258,1.038761,GALAXY,0.037735,-0.659768
-0.193441,-0.322956,-0.38861,GALAXY,-0.091358,-0.878694
0.133494,0.031727,-0.051141,GALAXY,-0.251239,-0.706067
2.134926,1.939054,1.898434,QSO,4.821097,-0.681595
0.240191,0.1718,0.097647,GALAXY,-0.267952,-0.682256
1.778134,2.097353,2.255381,STAR,-0.368247,1.739157
0.230022,0.219452,0.224356,GALAXY,-0.253015,-0.687548
-2.248806,-2.21575,-2.242841,GALAXY,-0.285325,-0.632651
-0.551684,-0.632353,-0.702028,GALAXY,-0.248289,-0.37867
1.155127,1.174131,1.206191,STAR,-0.367637,-0.37867
-0.109831,-0.24921,-0.341452,GALAXY,-0.105345,-0.688209
-2.209985,-2.201182,-2.241228,GALAXY,-0.303616,-0.688209
0.875325,0.945322,0.992656,STAR,-0.368372,1.779502
-0.464788,-0.343907,-0.255915,STAR,-0.366787,-0.628682
-0.840534,-0.936526,-1.027333,GALAXY,-0.231451,1.485176
0.850807,0.862766,0.901066,STAR,-0.368131,1.034758
1.409827,1.395899,1.386153,STAR,-0.368366,1.342312
0.533805,0.46203,0.444545,GALAXY,-0.131878,-0.39256
-0.315759,-0.455354,-0.580234,GALAXY,-0.172111,-0.700114
0.461334,0.354883,0.335074,GALAXY,-0.135744,-0.631328
0.033539,-0.13255,-0.265888,GALAXY,0.043288,-0.878694
1.714419,1.777687,1.942356,QSO,3.256858,-0.699453
-1.270456,-1.125386,-0.99269,STAR,-0.367899,0.83832
0.670227,0.562363,0.542347,GALAXY,-0.151999,-0.414386
2.118374,2.080595,2.212562,QSO,3.772403,-0.823798
0.157466,0.079617,0.03825,GALAXY,-0.118177,-0.699453
0.486379,0.519723,0.554251,STAR,-0.369503,1.342312
-0.744966,-0.853671,-0.950682,GALAXY,-0.146283,-0.88134
-0.403775,-0.499225,-0.616072,GALAXY,-0.13037,-0.622068
0.582323,0.550028,0.531964,STAR,-0.369884,1.222597
0.381933,0.495404,0.582449,STAR,-0.367256,2.504405
0.458735,0.477592,0.491068,GALAXY,-0.248139,-0.682256
-0.140394,-0.214772,-0.244863,GALAXY,-0.223432,-0.650509
0.580403,0.58786,0.581111,STAR,-0.368065,0.83832
-0.179243,-0.113216,-0.057921,STAR,-0.368381,1.079733
0.200147,0.032123,-0.106792,GALAXY,-0.129539,-0.628682
-0.415064,-0.52743,-0.629991,GALAXY,-0.140727,-0.824459
-0.191313,-0.349174,-0.473621,GALAXY,-0.03798,-0.66043
0.545848,0.344315,0.242656,GALAXY,0.044837,-0.37867
0.324545,0.237238,0.124883,GALAXY,-0.257816,-0.703421
-0.014038,-0.127239,-0.231028,GALAXY,-0.066381,-0.651832
1.342393,1.360898,1.13489,QSO,0.662386,-0.689532
-1.008544,-0.868442,-0.77281,STAR,-0.370633,1.222597
0.08572,0.054349,0.061883,STAR,-0.367502,1.290061
0.714292,0.563137,0.493893,GALAXY,-0.109669,-0.682256
-0.754796,-0.843868,-0.972008,GALAXY,-0.080644,-0.699453
0.739723,0.587192,0.548491,GALAXY,-0.029482,-0.678288
-0.895633,-0.780646,-0.694094,STAR,-0.367875,1.075765
0.155913,-0.038652,-0.202454,GALAXY,0.051228,1.499727
-0.470428,-0.617424,-0.780543,GALAXY,-0.252553,-0.622068
-1.97841,-1.973243,-2.015981,GALAXY,-0.300254,-0.703421
-0.764286,-0.779204,-0.680869,GALAXY,-0.146856,-0.825782
-1.348473,-1.216215,-1.111667,STAR,-0.368885,-0.825782
0.156383,0.081349,0.070996,GALAXY,-0.209849,-0.415048
0.778016,0.900588,0.96109,QSO,4.712743,-0.377347
0.527393,0.420805,0.356199,GALAXY,-0.179673,-0.681595
-1.081656,-0.952668,-0.861458,STAR,-0.368409,0.793344
0.193057,0.223866,0.26613,STAR,-0.369075,1.310565
-0.253814,-0.119494,-0.079356,GALAXY,-0.354758,-0.66969
2.228667,2.010093,1.9798,QSO,4.439467,-0.379332
0.363572,0.415697,0.460546,STAR,-0.366032,1.290061
-0.055165,-0.097083,-0.142129,GALAXY,-0.201651,-0.659768
0.016393,-0.133253,-0.238593,GALAXY,-0.080188,-0.82512
-0.181032,-0.170689,-0.158272,GALAXY,-0.246053,-0.88134
-0.476359,-0.540081,-0.519149,GALAXY,-0.20601,-0.629344
-1.899979,-1.741936,-1.615162,STAR,-0.367831,0.841627
0.679925,0.743661,0.832742,STAR,-0.366419,1.523538
-0.724713,-0.563573,-0.436169,STAR,-0.368044,-0.622068
0.842814,0.722614,0.791628,GALAXY,-0.170505,-0.827766
0.591127,0.542933,0.586612,GALAXY,-0.173236,-0.569817
0.733141,0.815192,0.888084,STAR,-0.369998,1.500389
2.704792,2.90955,3.157129,STAR,-0.368103,-0.825782
-0.219315,-0.366749,-0.51211,GALAXY,-0.248913,-0.622068
-0.165054,-0.04434,0.066573,STAR,-0.366929,2.504405
-0.12742,-0.223599,-0.306918,GALAXY,-0.157548,-0.864805
0.553898,0.410061,0.339279,GALAXY,-0.061805,-0.622068
-0.862133,-0.66796,-0.506116,STAR,-0.366283,1.075765
0.312418,0.246839,0.191527,GALAXY,-0.155916,-0.62273
-0.765934,-0.603656,-0.464225,STAR,-0.367311,0.793344
-1.102163,-1.114317,-1.08861,STAR,-0.368296,1.114127
1.345547,1.412427,1.438895,STAR,-0.368466,1.105528
-0.208977,-0.267347,-0.207746,GALAXY,-0.183334,-0.878694
1.026454,1.079012,1.138226,STAR,-0.367546,2.493823
-0.93677,-0.845548,-0.751376,STAR,-0.368782,1.243762
-0.321248,-0.416177,-0.480769,GALAXY,-0.168857,-0.687548
-0.182453,-0.34476,-0.466883,GALAXY,-0.126683,-0.699453
-0.028519,-0.09427,-0.131053,GALAXY,-0.198877,-0.702099
-0.024178,0.113334,0.209116,STAR,-0.368644,0.793344
-0.419668,-0.271937,-0.146744,STAR,-0.366532,1.310565
1.357062,1.410335,1.419224,STAR,-0.366482,1.546026
-0.537033,-0.35386,-0.200464,STAR,-0.367721,-0.583045
-0.591832,-0.285529,-0.104042,STAR,-0.370174,1.132646
-0.788042,-0.629267,-0.50742,STAR,-0.367531,-0.679611
1.070557,1.103057,1.134481,STAR,-0.367821,1.778841
0.517563,0.313658,0.175059,GALAXY,-0.126206,-0.629344
-1.403168,-1.449271,-1.499646,GALAXY,-0.267497,-0.743106
0.47831,0.516206,0.609284,GALAXY,-0.339584,-0.415048
-0.665838,-0.668663,-0.728754,GALAXY,-0.268584,2.149891
-0.682503,-0.559969,-0.438276,STAR,-0.36836,-0.37867
0.251546,0.127761,0.078369,GALAXY,-0.069721,-0.649186
-0.466548,-0.530551,-0.524206,GALAXY,-0.187433,-0.741122
-0.459694,-0.284773,-0.166231,STAR,-0.367429,-0.626698
-1.161406,-0.983563,-0.832207,STAR,-0.366728,1.010286
0.684312,0.401621,0.460396,GALAXY,-0.032674,-0.630005
0.314451,0.392846,0.465562,STAR,-0.368267,-0.681595
0.743009,0.939519,1.063314,STAR,-0.370348,1.27088
1.086346,1.130919,1.195181,STAR,-0.366519,1.068489
-0.845816,-0.776742,-0.689664,STAR,-0.37032,1.311887
-0.127015,-0.216978,-0.225936,GALAXY,-0.14003,-0.659768
-0.075371,-0.225436,-0.365612,GALAXY,-0.129494,-0.678288
-0.486312,-0.418595,-0.354887,STAR,-0.367848,0.841627
0.275838,0.206238,0.264985,GALAXY,-0.181059,-0.682256
0.794898,0.672983,0.640993,GALAXY,-0.176593,-0.415048
-1.278215,-1.154188,-1.016641,STAR,-0.369021,1.131985
0.439094,0.638519,0.616181,GALAXY,-0.316729,-0.703421
-1.269656,-1.142846,-1.031923,STAR,-0.367896,1.075765
1.849824,1.913901,2.025193,QSO,2.504799,-0.682918
-1.365563,-1.41129,-1.413573,GALAXY,-0.245585,-0.84827
0.499363,0.508979,0.544144,STAR,-0.368112,1.010286
0.111471,-0.120092,-0.285074,GALAXY,-0.206462,-0.681595
-0.070974,-0.111783,-0.124783,GALAXY,-0.152897,-0.632651
1.494416,1.642802,1.617753,QSO,1.629767,-0.681595
0.770804,0.87001,0.893275,STAR,-0.368295,1.132646
0.199959,0.261882,0.291293,STAR,-0.368044,0.793344
-0.153717,-0.311606,-0.429097,GALAXY,-0.181024,-0.645218
0.164566,0.028984,-0.072367,GALAXY,-0.036869,-0.688209
0.261225,0.29319,0.332215,STAR,-0.367938,1.065844
0.70352,0.510702,0.413171,GALAXY,-0.111686,-0.661091
0.263815,0.381804,0.466749,STAR,-0.368105,1.485176
-0.465936,-0.319642,-0.206433,STAR,-0.367622,0.793344
-0.645773,-0.756257,-0.875586,GALAXY,-0.157366,-0.628682
0.488573,0.612776,0.676614,STAR,-0.366167,-0.622068
0.155376,-0.058205,-0.234823,GALAXY,-0.096014,-0.37404
-1.410541,-1.495798,-1.587992,GALAXY,-0.175625,-0.632651
0.76668,0.70117,0.675402,GALAXY,-0.249296,-0.688209
1.056123,0.960356,0.936061,GALAXY,-0.037167,-0.526164
0.097546,0.097842,0.143099,STAR,-0.369356,1.243762
-0.536751,-0.446386,-0.372308,STAR,-0.3674,0.841627
-0.519963,-0.511622,-0.479481,STAR,-0.368614,0.793344
1.245733,1.268987,1.321256,STAR,-0.368205,1.342312
-0.592152,-0.404994,-0.371765,GALAXY,-0.355079,-0.37867
0.13405,-0.075921,-0.264726,GALAXY,-0.270002,-0.682256
0.796301,0.787348,0.830894,STAR,-0.367879,1.075765
-1.609679,-1.645814,-1.737457,GALAXY,-0.137858,-0.66969
1.075481,0.966396,0.837114,QSO,0.271439,-0.622068
-0.533719,-0.609924,-0.663205,GALAXY,-0.201133,-0.630005
-0.668097,-0.49555,-0.342155,STAR,-0.366619,-0.877372
0.323858,0.122038,-0.007043,GALAXY,-0.207945,-0.699453
0.619788,0.73057,0.810655,STAR,-0.369846,1.030128
0.720543,0.565643,0.43005,GALAXY,0.0399,-0.606856
-0.903081,-0.738392,-0.571774,STAR,-0.367208,1.065844
0.131169,0.178798,0.245473,STAR,-0.368572,-0.827766
0.620701,0.496802,0.392932,GALAXY,-0.08097,-0.628682
0.232753,0.150497,0.10828,GALAXY,-0.154342,-0.682918
1.397765,1.404251,1.472451,STAR,-0.367507,1.739157
0.562344,0.523169,0.475109,STAR,-0.367071,-0.87671
-1.249516,-1.20723,-1.134347,STAR,-0.368142,1.131985
-0.499936,-0.494337,-0.450882,STAR,-0.369041,1.310565
0.271244,0.092013,-0.036094,GALAXY,-0.180717,-0.699453
0.380115,0.5594,0.564467,QSO,2.138767,1.734527
0.077528,0.119391,0.164801,STAR,-0.368226,1.342312
-1.478182,-1.320311,-1.272744,GALAXY,-0.315813,-0.866789
0.435874,0.307029,0.291912,GALAXY,-0.020572,-0.66043
-1.131106,-1.240375,-1.319901,GALAXY,-0.174708,-0.703421
-1.150267,-0.925255,-0.76787,STAR,-0.366039,0.793344
0.476116,0.362338,0.260956,GALAXY,-0.198404,-0.661091
-0.798823,-0.676752,-0.567602,STAR,-0.36813,1.08767
1.974938,2.010005,1.932767,QSO,1.50077,-0.680934
-1.017969,-1.143857,-1.264225,GALAXY,-0.205917,-0.413063
-0.659106,-0.774852,-0.887557,GALAXY,-0.220232,-0.74046
1.432367,1.564413,1.56527,GALAXY,-0.313868,-0.827766
0.523081,0.507906,0.553708,STAR,-0.367597,0.793344
2.038304,1.872631,1.917987,QSO,4.115577,-0.66043
1.889096,1.843495,1.744479,QSO,4.823094,-0.661091
-0.51405,-0.466388,-0.441486,GALAXY,-0.28954,-0.66043
-0.010253,-0.145491,-0.286921,GALAXY,-0.152223,-0.379332
0.257384,0.082501,-0.034154,GALAXY,0.013771,-0.839671
-0.221575,-0.3289,-0.442556,GALAXY,-0.236866,-0.706067
0.509325,0.371421,0.302947,GALAXY,-0.00107,-0.84827
-0.974827,-1.030363,-1.052789,GALAXY,-0.159965,-0.585029
-1.559315,-1.397337,-1.246736,STAR,-0.367739,1.132646
0.013427,-0.026519,0.038008,GALAXY,-0.216519,-0.37404
0.649117,0.580738,0.657528,GALAXY,-0.167458,-0.632651
-0.329279,-0.273405,-0.211207,GALAXY,-0.318599,-0.679611
-0.059976,-0.033245,-0.024866,GALAXY,-0.28654,-0.682918
2.02419,2.11535,1.976431,QSO,1.968514,-0.703421
-2.723707,-2.398974,-2.171457,STAR,-0.368155,1.075765
-1.072259,-0.870253,-0.708005,STAR,-0.367931,0.83832
0.600684,0.682276,0.798868,QSO,1.428269,-0.583045
-1.35256,-0.841574,-0.451317,STAR,-0.368181,-0.682918
-0.676553,-0.638428,-0.647848,GALAXY,-0.300336,-0.681595
-1.37543,-0.847807,-0.523161,STAR,-0.368725,1.079733
0.591306,0.617708,0.659978,STAR,-0.368414,-0.82512
0.881888,1.04256,1.132917,STAR,-0.367973,1.342312
-0.119614,-0.2332,-0.300038,GALAXY,-0.251446,-0.650509
-0.757818,-0.864864,-0.985267,GALAXY,-0.061771,-0.622068
-0.105227,0.110081,0.252136,STAR,-0.367231,1.132646
-0.599345,-0.507736,-0.411499,STAR,-0.368725,1.01227
-0.953511,-1.015065,-1.067469,GALAXY,-0.146374,-0.583045
-1.238293,-1.298832,-1.379507,GALAXY,-0.171563,-0.606856
0.300554,0.227514,0.209083,STAR,-0.368028,1.342312
0.0005,0.01417,0.031186,STAR,-0.368171,-0.87671
0.338489,0.362022,0.384589,STAR,-0.368256,1.342312
0.489759,0.548428,0.560998,STAR,-0.367571,-0.631328
-1.35062,-1.416328,-1.494362,GALAXY,-0.276089,-0.628682
0.497649,0.530062,0.568831,STAR,-0.367211,1.01227
-1.052185,-1.118581,-1.139012,GALAXY,-0.142095,-0.682918
-1.029729,-1.05476,-1.04427,STAR,-0.367991,0.211305
0.343216,0.255666,0.130768,GALAXY,-0.293104,-0.827105
-0.255113,-0.269202,-0.235567,STAR,-0.367778,0.841627
-0.938615,-0.959025,-0.953299,STAR,-0.367831,1.072458
-1.408695,-1.387455,-1.431547,GALAXY,-0.118606,-0.682256
1.53075,1.701972,1.836571,QSO,2.427286,-0.69813
-0.663992,-0.625521,-0.596368,STAR,-0.367906,0.793344
0.296618,0.342434,0.402061,GALAXY,-0.283675,-0.628682
1.321311,1.619099,1.776564,STAR,-0.36773,0.855516
0.330109,0.315926,0.321489,STAR,-0.366856,1.310565
-0.102563,-0.186576,-0.211332,GALAXY,-0.092672,-0.650509
0.601861,0.607844,0.680484,GALAXY,-0.240402,-0.706067
0.475928,0.25047,0.070444,GALAXY,-0.148573,-0.679611
0.475128,0.345291,0.408047,GALAXY,-0.033531,-0.630005
-4.090296,-3.849446,-3.708475,GALAXY,-0.362243,0.328374
1.130995,1.142243,1.147555,STAR,-0.36686,2.518956
-0.872452,-0.50567,-0.275251,STAR,-0.36625,1.290061
-1.104941,-1.201471,-1.322493,GALAXY,-0.115151,-0.682256
-0.547315,-0.748582,-0.884355,GALAXY,-0.227122,-0.651832
-2.079637,-2.152677,-2.234348,GALAXY,-0.207602,-0.866789
0.885541,0.752031,0.671916,GALAXY,-0.179002,-0.74046
-3.163195,-2.940037,-2.650925,GALAXY,-0.356568,-0.880679
-0.545968,-0.41746,-0.317109,STAR,-0.367815,1.075765
-1.103086,-1.041748,-0.973019,STAR,-0.367023,1.342312
-0.691523,-0.746779,-0.825034,GALAXY,-0.281223,-0.825782
0.595138,0.478462,0.348926,GALAXY,-0.11718,-0.661091
2.056712,2.400744,2.589623,STAR,-0.3683,1.545364
0.654296,0.675436,0.716189,STAR,-0.367746,0.793344
0.069497,-0.090384,-0.221079,GALAXY,-0.062819,-0.678288
2.101473,2.213142,2.202839,QSO,2.400259,-0.704083
-0.075389,-0.323079,-0.537381,GALAXY,-0.264787,-0.688209
0.102159,0.21481,0.310203,STAR,-0.36974,2.497791
-0.74651,-0.839807,-0.926857,GALAXY,-0.281536,-0.826443
0.325289,0.22478,0.148265,GALAXY,-0.201227,-0.630005
-0.651084,-0.762192,-0.869374,GALAXY,-0.13972,-0.688209
0.583566,0.517665,0.591954,QSO,3.583789,2.289448
-0.03124,-0.079561,-0.077809,GALAXY,-0.202552,-0.682256
0.846269,0.865324,0.870729,STAR,-0.368312,1.342312
-0.838114,-0.635069,-0.477458,STAR,-0.366739,1.520892
0.201512,0.100366,0.042213,GALAXY,-0.104506,-0.585029
0.378063,0.390437,0.412569,GALAXY,-0.263222,-0.682256
0.628817,0.54492,0.516131,GALAXY,-0.226672,-0.688209
-0.060004,-0.059243,-0.027725,STAR,-0.367993,1.215983
-0.256252,-0.399578,-0.541745,GALAXY,-0.183665,-0.688209
0.602153,0.487061,0.451685,GALAXY,-0.212411,-0.82512
0.553418,0.396847,0.344487,GALAXY,0.028423,-0.680934
1.171708,1.242541,1.153549,QSO,5.713458,2.285479
-0.385848,-0.338553,-0.28953,STAR,-0.367259,-0.649186
0.548126,0.439092,0.441678,GALAXY,-0.160351,-0.844963
-0.531101,-0.656618,-0.798107,GALAXY,-0.026207,-0.659768
-0.110378,-0.296027,-0.435726,GALAXY,-0.089737,-0.574447
0.297824,0.340244,0.383226,STAR,-0.365502,-0.682256
-0.973198,-1.066954,-1.127709,GALAXY,-0.194777,-0.703421
-1.364913,-1.349914,-1.31272,STAR,-0.370039,1.222597
0.218432,0.070623,-0.017543,GALAXY,-0.042538,-0.762287
0.709028,0.583095,0.507562,GALAXY,-0.097761,-0.84827
-1.335273,-1.403193,-1.457947,GALAXY,-0.160712,-0.415048
0.915116,0.819096,0.840633,GALAXY,-0.189668,-0.709374
-1.223915,-1.276861,-1.30696,GALAXY,-0.163694,-0.62273
0.031675,-0.008311,0.067476,GALAXY,-0.164673,-0.589659
0.304556,0.424972,0.496635,STAR,-0.367784,0.793344
1.396023,1.60905,1.763598,STAR,-0.365804,0.855516
0.035064,-0.113295,-0.172233,GALAXY,-0.163885,-0.466637
1.703384,1.6974,1.805857,QSO,3.202921,-0.844963
0.884675,0.914893,0.937072,STAR,-0.36719,-0.842978
2.592691,1.952497,2.749128,GALAXY,-0.125142,1.714685
-0.040966,0.019638,0.093968,STAR,-0.367774,-0.87671
-0.138248,-0.182505,-0.281136,GALAXY,-0.288918,-0.743106
0.292956,0.287449,0.320494,STAR,-0.370087,1.222597
0.001705,-0.123301,-0.235634,GALAXY,-0.080752,-0.649186
-2.200118,-2.234618,-2.311333,GALAXY,-0.206108,-0.62273
-1.294795,-1.136129,-0.987097,STAR,-0.367832,1.010286
-0.062716,-0.197179,-0.273228,GALAXY,-0.161304,-0.844963
0.056051,-0.156833,-0.320427,GALAXY,-0.180633,-0.626698
-0.028867,-0.147127,-0.272007,GALAXY,-0.267402,-0.682256
-1.485055,-1.404371,-1.359468,GALAXY,-0.29761,-0.585029
0.986796,1.001449,1.042765,STAR,-0.365629,0.855516
-0.347856,-0.43471,-0.520018,GALAXY,-0.216653,-0.412402
-0.353571,-0.486653,-0.596694,GALAXY,-0.220219,-0.703421
-1.615291,-1.439178,-1.302981,STAR,-0.367538,0.841627
0.50134,0.477258,0.471472,GALAXY,-0.228972,-0.630005
0.717192,0.611238,0.571673,GALAXY,-0.077557,-0.413063
-1.936944,-1.751045,-1.613113,STAR,-0.36764,0.83832
0.051683,-0.126791,-0.256926,GALAXY,-0.119429,-0.661091
0.126837,0.022355,-0.071882,GALAXY,-0.213605,-0.687548
1.746206,1.767761,1.822794,QSO,1.340361,-0.679611
-1.244272,-1.131628,-1.04779,STAR,-0.370041,1.272864
0.136055,0.386446,0.511232,STAR,-0.36894,1.132646
-0.607377,-0.637531,-0.643693,STAR,-0.367605,2.518956
-0.73556,-0.781859,-0.844872,GALAXY,-0.237192,-0.706067
-0.214542,-0.203966,-0.159158,STAR,-0.370437,1.346281
-0.666233,-0.492148,-0.369332,STAR,-0.367667,1.08767
-0.172153,-0.289222,-0.438752,GALAXY,-0.158683,-0.626037
-0.318696,-0.213259,-0.140307,STAR,-0.367885,0.83832
0.195919,0.307767,0.402303,STAR,-0.367451,2.504405
-0.52098,-0.533804,-0.506208,STAR,-0.368378,1.079733
-0.324647,-0.544073,-0.702705,GALAXY,-0.071876,-0.688209
0.329535,0.3012,0.315963,STAR,-0.368272,0.334327
0.518458,0.693715,0.789647,STAR,-0.367793,-0.688209
-1.095186,-0.920631,-0.776054,STAR,-0.368136,1.079733
0.100822,0.222521,0.331203,STAR,-0.367267,1.482531
0.701336,0.657298,0.654243,STAR,-0.366551,0.83832
0.298906,0.208744,0.190783,GALAXY,-0.088532,-0.589659
0.846269,1.011534,1.147723,STAR,-0.36724,-0.373379
-0.865117,-0.96248,-1.066842,GALAXY,-0.181079,-0.629344
-0.377393,-0.22927,-0.113422,STAR,-0.367353,-0.682256
1.175399,1.403987,1.573822,STAR,-0.368082,1.540073
-0.663418,-0.813747,-0.974206,GALAXY,-0.234089,-0.682256
-2.101029,-2.001386,-1.901761,STAR,-0.367889,1.010286
0.469158,0.358435,0.264626,GALAXY,-0.157327,-0.827105
-1.220403,-1.302455,-1.376238,GALAXY,-0.117583,-0.706067
0.252262,0.426027,0.560429,STAR,-0.368595,1.075765
0.712079,0.599325,0.589262,GALAXY,-0.161345,-0.682256
0.632621,0.529482,0.431546,GALAXY,0.060617,-0.66043
