@relation 'output-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R3,5,9,13,15-19'

@attribute Season {winter,spring,summer,autumn}
@attribute Location {Cobar,CoffsHarbour,Moree,NorfolkIsland,Sydney,SydneyAirport,WaggaWagga,Williamtown,Canberra,Sale,MelbourneAirport,Melbourne,Mildura,Portland,Watsonia,Brisbane,Cairns,Townsville,MountGambier,Nuriootpa,Woomera,PerthAirport,Perth,Hobart,AliceSprings,Darwin}
@attribute Rainfall numeric
@attribute Sunshine numeric
@attribute WindGustSpeed numeric
@attribute WindSpeed9am numeric
@attribute Humidity9am numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud3pm numeric
@attribute RainTomorrow {No,Yes}

@data
autumn,Cairns,0.4,10.3,33,15,66,51,1011.2,5,No
winter,AliceSprings,0,11.6,41,17,27,17,1015.1,0,No
summer,MelbourneAirport,0,7.7,30,9,83,60,1021.2,7,No
summer,Brisbane,0,10.2,19,4,67,58,1023.3,2,No
autumn,Perth,17.4,8.6,43,11,79,72,1002.1,7,Yes
spring,Townsville,0,5.2,43,17,60,58,1016.2,7,No
summer,AliceSprings,0,10.4,30,9,52,29,1020.9,1,No
winter,Melbourne,7.2,9.2,44,20,55,40,1014.1,4,No
winter,Perth,0,11.6,41,9,40,23,1019.2,0,No
autumn,Hobart,0.8,8.2,33,9,62,39,1007.8,1,No
spring,Watsonia,0.2,9.1,17,4,100,49,1021.7,3,No
autumn,Nuriootpa,0,6.2,39,13,45,44,1013.8,7,No
winter,MountGambier,0.8,6.5,56,28,66,43,1008.3,5,No
winter,Williamtown,0,12.8,48,19,43,26,1013.5,0,No
summer,Brisbane,11.8,8.2,37,6,75,45,1009.4,4,No
autumn,Woomera,0,11.6,35,28,8,8,1010.5,1,No
autumn,MelbourneAirport,0,8.8,33,7,52,38,1022.1,5,Yes
winter,PerthAirport,0,7.9,35,13,66,51,1013,3,No
summer,Brisbane,0.4,7.7,24,4,92,72,1019.7,6,No
autumn,WaggaWagga,0,11.2,19,11,70,41,1024,3,No
winter,MelbourneAirport,0.4,6.7,41,19,72,57,1019.9,5,No
winter,Sale,0,9.5,41,17,90,58,1011.9,3,No
spring,MountGambier,0,0.2,30,19,79,76,1021.2,7,No
winter,Portland,0,10.5,31,11,80,74,1024.7,8,No
autumn,Sydney,0.2,12.2,56,9,60,61,1008.7,2,No
spring,Sale,0,6,35,11,87,72,1033.1,6,No
summer,MelbourneAirport,0,0.3,43,15,67,56,1024.3,7,No
winter,MountGambier,0,5.8,48,22,59,43,1022.5,5,No
autumn,Moree,0,12.4,37,15,64,30,1026,2,No
spring,Perth,0,7,22,9,52,27,1026.3,7,No
spring,Townsville,2,8,48,13,71,63,1018,2,No
autumn,Melbourne,0,9.5,48,19,51,17,1014,7,No
spring,Melbourne,0,5.8,43,17,54,39,1017.2,7,Yes
autumn,Cobar,0,12.6,43,24,55,27,1024.9,4,No
spring,PerthAirport,1,5.9,31,13,93,62,1019.9,4,No
autumn,SydneyAirport,1.8,9.3,93,61,28,28,999.4,3,No
spring,Nuriootpa,3.8,9.9,24,15,91,45,1020.6,6,No
winter,Watsonia,0,12.7,37,13,61,35,1020.4,1,No
summer,WaggaWagga,0,11,22,6,80,38,1025.5,1,No
winter,Portland,0.4,0,44,9,93,97,1006.9,8,Yes
autumn,Portland,1.8,11,57,26,68,70,1012,8,Yes
winter,AliceSprings,0,13,52,9,16,7,1005.1,0,No
summer,Sale,1.8,8.6,80,43,45,36,1005.1,2,No
spring,NorfolkIsland,0,5.2,30,9,72,74,1020.8,7,No
summer,Hobart,3,3.6,78,22,62,44,1012,7,Yes
spring,AliceSprings,0,10,31,6,54,32,1020.4,6,No
summer,Sydney,0,8.3,76,19,36,35,1007.7,6,No
summer,Darwin,0,9.7,41,11,78,48,1013.1,4,No
spring,Nuriootpa,0,9.7,30,7,82,33,1018.2,4,No
winter,MelbourneAirport,0,8.4,54,17,56,45,1013.2,3,No
winter,SydneyAirport,0,4,35,11,79,77,1017.8,2,No
winter,SydneyAirport,1.2,5.9,41,30,86,82,1019.7,4,No
summer,Portland,1.6,1.4,56,24,84,88,996.7,6,Yes
autumn,Perth,0.2,11.4,28,7,64,58,1021.1,1,No
summer,Hobart,0,10.3,30,17,71,54,1026.7,0,No
summer,Moree,0,11.2,31,17,51,29,1031.3,1,No
spring,SydneyAirport,2.8,8.6,50,17,64,66,1024.1,7,No
spring,Moree,0,6,41,24,58,36,1022.9,6,No
winter,Woomera,0,9.7,31,9,29,14,1014.8,3,No
spring,Townsville,0,10.5,33,6,35,30,1017.8,3,No
spring,Watsonia,0,10.1,19,6,99,35,1021.2,5,No
autumn,MelbourneAirport,0,13.2,39,9,67,36,1026.9,1,No
winter,Cairns,0,9.4,30,13,69,60,1010.8,5,No
spring,Cairns,11.8,6.7,50,17,77,66,1018.4,7,Yes
summer,Hobart,6,7.4,43,9,73,57,1005.1,7,No
summer,Cairns,0,10.4,30,15,74,66,1012.4,1,No
spring,SydneyAirport,0,9.5,22,11,59,50,1025,1,No
autumn,Brisbane,0,7.5,39,9,56,61,1019.1,3,Yes
summer,Darwin,0,10.9,54,22,64,27,1015.6,1,No
summer,Sydney,0,10.1,57,20,48,29,1015.2,1,No
winter,Sale,0,4.6,35,17,79,53,1008.2,4,No
autumn,Moree,0,11.6,31,17,36,10,1019,6,No
winter,Townsville,0,11.7,44,13,65,51,1011.9,2,No
spring,MountGambier,5.8,7.2,35,13,94,56,1017.5,2,No
spring,Watsonia,0.2,3,48,11,64,41,1018.3,7,No
winter,PerthAirport,7.8,3.9,61,19,72,65,1001.7,7,No
summer,CoffsHarbour,0.2,0.7,30,13,83,96,1022.6,8,Yes
spring,Darwin,0,6.4,43,17,65,57,1009.6,7,Yes
autumn,SydneyAirport,0,9.7,56,20,64,56,1012,2,No
autumn,Darwin,1.2,11.1,35,13,71,56,1012.8,4,No
autumn,Canberra,0,12.7,35,6,63,37,1018.1,2,No
autumn,PerthAirport,1.4,11,56,20,71,51,1014,2,Yes
autumn,Darwin,0.4,11.1,39,9,67,45,1009.2,6,Yes
autumn,Watsonia,0,10.8,31,7,75,32,1015.7,7,No
summer,AliceSprings,0,10.1,46,15,18,4,1016.9,1,No
summer,Sale,0,5,33,15,95,63,1021.5,3,No
autumn,Cairns,0,9.9,33,13,60,69,1015.2,2,No
winter,NorfolkIsland,0,7.6,35,22,71,70,1015.1,5,No
spring,Melbourne,0,9.1,26,11,84,44,1021.6,6,No
summer,Moree,0,10,30,19,42,14,1025.2,5,No
spring,Mildura,0,2.3,35,9,90,41,1023.3,7,No
summer,Watsonia,0.8,7,30,4,99,51,1030.7,2,No
winter,Townsville,34.2,7.6,33,9,84,72,1010.1,6,Yes
winter,MelbourneAirport,0,6.1,54,28,47,28,1021.3,8,Yes
summer,Perth,0,10.3,39,15,50,32,1029,1,No
summer,Portland,0.4,8,33,7,92,43,1025.1,3,No
winter,NorfolkIsland,3.6,7.6,46,22,78,82,1016.6,4,No
autumn,Perth,15.6,4.8,43,13,86,46,1011.5,6,Yes
summer,Perth,1.2,10.6,41,11,69,57,1021.9,1,No
summer,Watsonia,0.2,5.9,13,2,100,64,1021.5,2,No
summer,Hobart,0,8.1,24,15,73,57,1030.1,1,No
autumn,PerthAirport,0,11.5,44,15,31,11,1027.6,0,No
summer,MountGambier,0,7.6,48,26,50,57,1018.5,7,Yes
autumn,SydneyAirport,5.4,9.6,69,44,66,65,1016.4,4,Yes
summer,PerthAirport,0,7,39,17,54,52,1021.8,4,No
winter,Nuriootpa,0,11.9,52,22,60,37,1019,0,No
summer,CoffsHarbour,0,10.5,50,30,29,48,1009.1,1,No
winter,Sale,0,10.6,33,11,79,51,1015.9,2,No
winter,Watsonia,9,0,22,11,100,100,1009.6,8,Yes
summer,Cairns,0.6,4.2,30,11,87,73,1017.6,7,No
autumn,Townsville,0,9.2,35,15,57,44,1012.8,1,Yes
spring,MountGambier,0,10.7,31,9,95,20,1023.5,1,No
summer,Sydney,0,4.6,33,19,57,42,1023,4,No
spring,Cairns,0,9.2,37,17,72,65,1011.9,7,No
spring,Portland,3,1.3,35,6,76,64,1028.6,8,No
spring,Perth,0,9.1,43,17,61,55,1011.6,7,No
winter,NorfolkIsland,0,11.8,39,19,64,64,1010.8,4,No
winter,Perth,0,13.1,35,13,51,49,1018.2,1,No
summer,Canberra,0,10.3,44,9,54,30,1016.4,1,No
summer,MountGambier,0,0.4,31,19,69,74,1020.4,7,No
summer,Sale,0.4,0.1,83,9,92,66,1015.5,7,Yes
autumn,Hobart,0,11,63,26,41,21,1014.7,7,Yes
autumn,Canberra,5.4,0.9,31,6,93,86,1010.1,8,Yes
winter,PerthAirport,0,12.1,41,24,23,10,1018.1,0,No
winter,CoffsHarbour,0,7.7,50,22,73,65,1015.8,5,No
spring,Cobar,0,9.6,31,4,79,46,1026.6,1,No
spring,MountGambier,1.8,4.2,43,13,91,64,1020.1,7,Yes
winter,Darwin,0,2.3,52,19,70,77,1008.5,7,Yes
winter,Portland,0.2,10.7,33,13,62,66,1012,2,No
winter,NorfolkIsland,0.4,6.4,54,22,82,84,1012.2,7,Yes
autumn,Cairns,0,9.8,39,17,69,51,1015.3,2,No
winter,Sale,0,12,31,7,85,35,1024.6,0,No
autumn,Melbourne,0.4,9.7,28,7,58,43,1023,6,No
winter,Nuriootpa,0.1,4.5,44,9,89,62,1014.7,6,No
autumn,Woomera,0,13,33,19,16,7,1012.2,0,No
winter,Perth,0,11.3,35,13,39,38,1006.7,2,No
autumn,PerthAirport,3.6,5.4,39,13,53,64,1008.7,7,Yes
winter,Woomera,0,13.3,44,24,40,13,1017.2,0,No
winter,MountGambier,0,13.2,39,13,70,21,1008.9,0,No
spring,Brisbane,0,2.5,24,13,72,57,1019.4,6,No
autumn,Nuriootpa,3.8,11.2,59,31,83,42,1016.1,3,No
spring,Cairns,0,0.4,41,20,68,63,1016.3,7,No
autumn,Watsonia,0,11.4,24,6,84,38,1016.4,1,No
autumn,SydneyAirport,1.4,2.1,37,17,73,66,1015.1,6,No
spring,Mildura,0,10.9,39,15,76,25,1022.1,1,No
winter,Mildura,0,6.7,41,11,29,21,1012.8,7,No
winter,AliceSprings,2.2,7.8,67,6,31,17,1007.5,5,No
winter,Moree,13.4,7.8,48,13,86,55,1015.3,6,Yes
winter,WaggaWagga,0,13.5,35,13,56,20,1016.6,1,No
autumn,Cairns,5.2,5.8,39,19,78,64,1014.1,7,Yes
autumn,CoffsHarbour,2.4,0.7,50,28,58,64,1018.7,8,No
autumn,Portland,0,9.2,26,9,82,65,1019.7,4,No
autumn,Mildura,0,11.2,56,24,28,11,1019.5,0,No
summer,Woomera,0,10,28,17,71,21,1024.1,0,No
summer,WaggaWagga,13.4,2.8,63,15,70,70,1015.4,7,No
spring,Mildura,1.2,6.7,43,17,79,35,1028.7,4,No
autumn,Townsville,0.6,10.7,41,20,64,55,1013.7,1,No
spring,MountGambier,0.2,0,19,11,68,61,1028.9,8,No
summer,Nuriootpa,40,0,94,20,94,96,992.1,8,Yes
autumn,Sale,4,4.9,85,44,88,63,998.7,4,Yes
summer,Brisbane,0,4.4,20,2,70,69,1016.2,7,No
summer,Melbourne,1,7.3,93,39,61,40,994.5,6,No
summer,Brisbane,0,9.5,19,6,47,38,1024.2,1,No
winter,Townsville,4,3.5,33,9,85,77,1009.8,8,Yes
summer,MelbourneAirport,4.8,0,70,35,83,84,1020.2,8,No
winter,Nuriootpa,0,5.1,33,11,64,43,1015.8,7,No
summer,Hobart,0,7.2,65,17,58,42,1019.8,7,No
spring,Woomera,1.6,0,46,24,85,63,1008.4,8,No
autumn,AliceSprings,0,11.9,48,28,36,15,1015.1,5,No
autumn,Perth,0,13.1,26,11,55,44,1012.8,7,No
spring,MelbourneAirport,0,9.3,31,6,67,50,1028.3,1,No
winter,Watsonia,0,1,59,9,56,21,1004.8,7,No
spring,NorfolkIsland,0,8.2,33,17,71,78,1021.7,7,No
summer,MelbourneAirport,0,8.3,44,22,61,46,1016.5,7,Yes
winter,Townsville,18.2,2.3,44,13,87,80,1004,8,Yes
spring,CoffsHarbour,0,7.3,31,20,62,52,1022.6,7,No
autumn,Watsonia,0,5.7,44,20,50,54,1016.1,7,No
summer,NorfolkIsland,0,10.7,20,15,69,62,1020.8,2,No
summer,Portland,0,0.4,31,19,73,75,1019.8,8,No
spring,Nuriootpa,0,9.4,33,15,68,54,1021.4,3,No
summer,Darwin,0,11,46,22,38,24,1017.2,1,No
spring,Sale,0,5,48,17,50,63,1022.3,7,No
spring,Sale,0,5.1,39,7,78,48,1015.8,8,Yes
winter,WaggaWagga,0,12.7,30,7,65,26,1019.3,0,No
spring,Sale,0,7.2,19,11,93,60,1030.3,3,No
autumn,Sale,0.4,1,56,7,84,88,1010.1,8,Yes
spring,SydneyAirport,67.8,2.2,56,31,54,43,999.9,7,No
spring,Brisbane,0,6.5,26,6,58,55,1020.9,7,Yes
autumn,Brisbane,0,11.6,26,7,51,48,1018.2,2,No
winter,MountGambier,0,5,56,6,87,52,1019.3,7,No
winter,Cobar,0,11.4,46,13,38,27,1009.7,4,No
autumn,MountGambier,0,1.5,31,13,80,78,1017.6,8,No
summer,Moree,0,5.6,41,20,56,38,1020.6,7,No
winter,AliceSprings,0,12.9,50,15,36,21,1007,2,No
spring,Townsville,0,11.1,31,13,68,65,1016.8,2,No
winter,AliceSprings,0,9.2,48,31,18,11,1009.6,5,No
spring,Hobart,11.4,4.9,43,11,96,49,1011.2,5,Yes
winter,MelbourneAirport,0,13.6,74,52,47,24,1017.6,1,No
autumn,Cairns,0.6,10,35,13,72,54,1016.2,1,No
winter,Mildura,0,13,33,19,17,10,1014.3,2,No
winter,Sale,0,11.2,39,11,95,31,1025,2,No
autumn,Cairns,4.6,7.1,28,9,72,77,1009.5,7,No
summer,Moree,0,0,19,9,84,74,1022.1,8,Yes
spring,Cairns,0.4,0.3,41,20,90,63,1015.1,7,Yes
spring,Canberra,1.4,0.1,50,2,88,68,1016,7,Yes
spring,Perth,1.2,8.1,31,7,90,58,1012.7,3,Yes
winter,Watsonia,0,11.2,31,9,69,48,1020.4,1,No
spring,Nuriootpa,0,1.4,28,13,97,67,1026.3,7,No
autumn,PerthAirport,0,11.6,33,13,67,50,1016.7,1,No
spring,Hobart,0,5.5,39,7,45,24,1022.7,5,No
winter,MountGambier,0,10.7,43,26,68,46,1024.7,1,No
summer,NorfolkIsland,4.8,8.6,63,24,75,58,1012.5,1,No
winter,AliceSprings,0,13,43,28,20,11,1009.7,0,No
spring,Hobart,0,2.9,31,22,69,58,1023.9,7,No
spring,CoffsHarbour,0,9.5,37,9,53,42,1020.7,0,No
autumn,Darwin,0,10.2,31,4,60,46,1013.3,1,No
winter,WaggaWagga,0,8.4,61,17,64,30,1020.5,7,No
autumn,Hobart,4.2,0,24,6,92,93,1015.3,8,Yes
autumn,Sale,0,8.6,20,7,94,46,1014.6,8,No
summer,Watsonia,7.6,0,37,7,99,99,1014.2,8,Yes
spring,PerthAirport,0,11,33,20,38,17,1019.9,1,No
spring,Darwin,0,11.3,37,22,45,36,1012.2,1,No
summer,Hobart,4.6,0,44,6,92,91,1019.6,8,No
spring,Moree,4.8,6.7,30,11,95,58,1015.9,7,No
autumn,WaggaWagga,0.6,4.7,59,9,83,51,1018,7,Yes
autumn,Melbourne,5.4,7.9,93,54,31,60,1015.2,7,No
spring,Sydney,0,8.1,52,15,67,36,1024.5,1,No
autumn,Cairns,0.6,5.8,37,13,73,81,1008.4,7,Yes
summer,PerthAirport,0,5.6,19,6,84,48,1019,0,No
summer,SydneyAirport,9.2,4.3,61,46,81,81,1019.9,7,Yes
summer,Perth,9.8,7.3,50,15,85,63,1004.5,4,Yes
autumn,MountGambier,10.2,0.2,50,33,91,96,1014.8,8,Yes
spring,Darwin,0,9.3,50,17,57,39,1012.3,6,No
autumn,Sydney,1.4,4.2,56,11,76,50,1000.5,2,No
summer,Mildura,0,9.4,20,7,97,43,1024.9,2,No
winter,WaggaWagga,1.2,9,43,17,67,37,1010.4,3,No
summer,WaggaWagga,0,8.8,33,13,78,52,1029.2,4,No
spring,Watsonia,0,2.6,22,2,95,64,1037.3,7,No
autumn,MountGambier,0,6.8,37,15,67,32,1023.5,6,No
spring,WaggaWagga,7.2,1,22,11,97,85,1004.3,7,Yes
spring,Melbourne,0.2,2.9,28,7,83,79,1022.7,7,No
spring,Townsville,6.4,10.3,52,20,70,67,1001.6,4,No
winter,Woomera,0,10.6,50,31,54,23,1017.6,3,No
winter,Portland,1,0,46,24,91,95,1011.4,8,Yes
autumn,Cairns,0,10,30,9,64,74,1007.9,6,No
summer,NorfolkIsland,6.8,7.8,81,41,64,65,1011.3,3,Yes
summer,Perth,0.4,8.4,39,7,76,57,1012.4,7,Yes
winter,Nuriootpa,0,12.8,44,26,62,25,1016.1,0,No
winter,AliceSprings,0,7.6,52,20,61,39,1003.5,7,No
winter,SydneyAirport,0,12.4,48,11,58,46,1021.2,1,No
winter,Watsonia,5.8,8.9,43,11,70,40,1022.5,4,No
autumn,Melbourne,1,0.3,48,30,68,81,1017.7,8,Yes
summer,PerthAirport,0,6,37,7,68,50,1027.7,5,No
winter,Woomera,0,11.4,56,31,51,26,1015.4,0,No
autumn,NorfolkIsland,1,10,37,24,53,50,1017.5,7,No
winter,Portland,0,8.8,37,9,81,57,1020.9,1,No
spring,AliceSprings,0,10.3,28,15,48,36,1021.2,1,No
winter,AliceSprings,0,12.1,48,20,34,22,1006.7,6,No
winter,Nuriootpa,0,13.1,39,6,62,23,1008.5,0,No
winter,Nuriootpa,0,11.3,39,22,63,34,1021.9,4,No
autumn,Perth,0,10.7,43,11,77,59,1008.8,2,No
autumn,Watsonia,0.2,8.3,43,22,51,36,1011.4,7,No
summer,MelbourneAirport,2.2,7.3,50,24,69,89,1010.1,7,Yes
winter,Perth,0,11.2,31,9,62,58,1006,2,No
spring,Sale,0,5.7,30,13,82,65,1026.5,2,No
winter,Sale,1.6,13.1,39,13,77,39,1025.6,1,No
autumn,Moree,0,10.4,43,19,56,11,1015.8,3,No
summer,NorfolkIsland,2,2.1,56,30,93,89,1019.1,7,No
summer,Watsonia,0,0.1,20,4,99,66,1027.6,7,No
winter,Hobart,0,11.2,76,20,29,31,1001.6,3,No
autumn,Watsonia,0.2,3.2,35,7,69,86,1012.8,8,Yes
winter,Sale,0,0.7,33,6,90,87,1018.4,8,Yes
winter,Nuriootpa,0,13.6,48,15,28,12,1017.3,1,No
autumn,Hobart,0,11.3,43,20,50,33,1010.7,4,Yes
spring,NorfolkIsland,0,6.1,33,15,54,47,1022.3,1,No
spring,Canberra,0,6.3,26,7,77,44,1027.2,2,No
autumn,Sydney,5,5.6,52,13,65,56,1013,5,No
winter,SydneyAirport,0,8.6,61,13,77,83,1012.3,5,Yes
autumn,Darwin,0,10.5,33,13,68,49,1013.5,1,No
spring,MountGambier,0,9.3,31,7,69,32,1022.9,2,No
winter,Sale,0,10.6,48,31,73,45,1020.3,4,No
autumn,MelbourneAirport,0.6,3.6,76,20,80,75,1009.3,7,No
autumn,MountGambier,0,12.8,41,22,62,42,1018.7,1,No
autumn,Woomera,0,11.4,43,13,61,6,1013.6,0,No
summer,CoffsHarbour,0,8.4,22,6,69,55,1007.1,3,No
winter,Perth,0.6,11.1,56,22,51,47,1005.9,1,No
spring,Melbourne,3.6,7.8,39,22,70,54,1014.5,7,No
autumn,Brisbane,0,12.2,22,4,51,52,1017.3,1,No
summer,Townsville,0,10.1,46,17,63,46,1020,3,No
summer,Watsonia,0,8,76,17,62,37,1015.1,1,No
winter,Watsonia,0.2,3.3,39,9,67,56,1020.3,7,No
autumn,Perth,4.2,13.1,44,17,68,50,1015,4,No
summer,WaggaWagga,0.4,5,24,7,89,70,1011.8,7,No
spring,MelbourneAirport,0,8.8,26,7,85,55,1026.7,3,No
spring,AliceSprings,0,11,30,7,59,26,1022.8,0,No
autumn,WaggaWagga,0,13.3,48,31,30,17,1024.8,1,No
spring,NorfolkIsland,0,2.8,28,17,52,56,1025.2,5,No
spring,Cobar,0,2.7,24,9,68,60,1013,7,No
winter,Perth,0,12.5,44,17,39,20,1009.4,6,No
autumn,CoffsHarbour,0,9.4,50,19,50,71,1011.8,7,Yes
autumn,NorfolkIsland,1.6,1.7,39,17,64,71,1019.4,7,No
autumn,CoffsHarbour,0,11,59,31,45,47,1022.4,1,No
spring,SydneyAirport,0,10.2,33,13,58,41,1026.6,7,No
winter,SydneyAirport,1.8,0,52,35,81,95,1025.5,8,Yes
autumn,Nuriootpa,1.4,13,57,17,50,46,1011.2,5,No
autumn,Mildura,8,13.2,31,11,65,29,1014.2,3,No
winter,Perth,0,10.4,28,13,52,33,1020.3,2,No
autumn,Townsville,0.6,12.3,39,22,58,57,1012.2,2,No
autumn,Nuriootpa,0,11.8,46,13,65,29,1024.9,4,No
autumn,Mildura,5.2,13,46,19,57,31,1012,1,No
winter,AliceSprings,0,11.4,44,11,22,21,1010.6,1,No
summer,Hobart,0,10.7,59,15,49,46,1016.7,4,No
autumn,AliceSprings,0,11.9,54,22,1,4,1011.2,0,No
summer,Townsville,0,9.9,41,24,53,58,1022.2,4,No
summer,MountGambier,0.8,1.9,93,30,90,66,997.2,7,Yes
winter,Sale,0,7.3,54,31,65,36,1013,7,No
winter,Sale,24.4,12.2,61,24,50,39,1007.3,4,No
winter,Darwin,7,2.1,61,24,76,73,1006.6,8,Yes
spring,NorfolkIsland,3.4,8,52,20,65,61,1028.5,7,No
summer,Hobart,0.2,2.7,31,13,79,68,1004.4,7,No
winter,Cairns,0,8.7,26,9,67,66,1010.2,2,No
winter,Watsonia,0,11.1,35,6,66,34,1008.5,6,No
winter,MelbourneAirport,0,6.4,35,4,87,37,1014.7,7,No
summer,Brisbane,0,7.8,26,7,55,50,1021.6,7,Yes
winter,MountGambier,0,11.2,41,26,61,33,1021.1,1,No
winter,CoffsHarbour,0,3.7,31,9,73,61,1014.9,7,No
summer,Watsonia,12.2,0,44,13,97,99,1008.2,8,Yes
summer,WaggaWagga,1,5.8,43,6,75,48,1005.6,4,No
summer,Brisbane,0,1.8,28,11,41,36,1018.7,6,No
spring,Perth,0,6.8,43,6,77,59,1023.4,3,No
winter,Moree,0,3.7,52,30,52,35,1017.8,8,No
winter,Watsonia,0,11.5,26,11,60,49,1021.2,1,No
winter,CoffsHarbour,11.2,7.1,43,20,75,71,1017.1,5,Yes
spring,Cairns,0,10.5,46,19,61,54,1014.6,6,No
winter,Melbourne,0,8.4,35,9,67,66,1012.8,7,No
winter,Brisbane,0,9.5,26,4,58,50,1015.5,1,No
spring,AliceSprings,0,9.7,39,28,37,15,1023.1,3,No
autumn,AliceSprings,0,5.4,57,31,27,17,1009.9,7,No
autumn,Melbourne,0,0.4,37,13,72,61,1010.2,7,No
summer,Watsonia,0.6,6.3,31,11,75,61,1025.3,6,No
spring,Perth,5.2,4.5,30,11,53,59,1013.5,6,No
autumn,MelbourneAirport,0.2,0.1,50,28,73,56,1014.2,8,No
spring,Sale,2.6,9,50,24,80,51,1013.2,7,No
spring,Darwin,0,11,48,26,52,39,1014.3,1,No
autumn,AliceSprings,2.6,5.6,37,11,66,37,1013.2,3,Yes
winter,Portland,0.2,12.7,43,13,86,72,1018,6,No
spring,PerthAirport,0,9.1,43,19,64,44,1018.6,2,No
summer,Sale,0,7.2,63,4,96,43,1012.1,4,Yes
summer,Nuriootpa,0,0.3,28,7,84,55,1015.7,8,Yes
autumn,Brisbane,0,11.5,28,4,58,48,1024.7,0,No
summer,PerthAirport,0,2.6,37,15,78,68,1017.9,7,No
winter,WaggaWagga,0,9.1,39,9,36,25,1012.1,7,No
winter,Watsonia,0,6.1,24,9,61,25,1016.8,6,No
summer,Nuriootpa,0,0.2,39,15,65,72,1019.1,7,Yes
autumn,CoffsHarbour,0,10.8,61,19,53,62,1011.1,5,No
autumn,PerthAirport,0,13.2,65,20,41,22,1010.8,4,No
autumn,Townsville,0,12.3,50,22,56,60,1015.5,1,No
winter,Canberra,0,13.4,52,7,27,16,1010.2,1,No
spring,AliceSprings,0,11.6,39,7,13,6,1011.5,1,No
summer,NorfolkIsland,0,9.2,30,9,73,66,1021.6,2,No
spring,Moree,7,4.7,35,9,78,54,1015.1,4,No
spring,MountGambier,0,2.4,63,31,30,20,1013.5,7,Yes
spring,Mildura,0,1.6,48,9,91,72,1018.3,7,No
autumn,Brisbane,0,12.8,26,7,51,51,1021.6,2,No
winter,Moree,0,13.5,57,13,38,10,1009.4,5,No
spring,Nuriootpa,1.2,4.7,19,6,86,54,1025.4,6,No
winter,Brisbane,29.8,7.4,28,7,73,51,1016.3,6,Yes
summer,Nuriootpa,1.4,6.3,41,2,95,69,1028.3,6,No
summer,Cairns,0,10.5,46,17,59,35,1019.8,2,No
spring,Mildura,0,7.8,35,9,93,47,1027.8,5,No
spring,Sydney,1,5.2,39,6,75,58,1022.5,4,No
summer,PerthAirport,0,9.4,43,24,62,43,1023.9,5,No
winter,Darwin,0,4.7,30,9,82,96,1008.6,8,Yes
spring,Brisbane,0,7.1,19,2,76,48,1018.1,7,No
spring,Nuriootpa,5.6,7.5,37,9,95,52,1019.8,4,No
spring,NorfolkIsland,3.6,0.4,37,13,87,93,1013.7,8,Yes
spring,SydneyAirport,9.6,3.8,37,20,77,81,1026.1,6,Yes
winter,Townsville,7,1.7,35,13,93,75,1011.8,7,Yes
summer,Mildura,0.4,3.7,57,26,74,53,1002.2,5,Yes
spring,NorfolkIsland,5.8,6.5,41,19,75,73,1020.4,7,No
summer,PerthAirport,4.6,6,48,9,79,53,1019.8,5,No
summer,Watsonia,0.2,10,46,17,67,50,1009,1,No
autumn,AliceSprings,0.2,9.2,50,20,21,16,1006.1,7,No
spring,Mildura,0,4.8,31,13,93,59,1020.5,8,No
spring,Sale,0,3.2,41,9,96,63,1025.8,5,No
spring,Perth,9,3.6,35,7,99,73,1021,7,No
autumn,Hobart,18,4.3,50,26,88,66,1009.7,4,No
autumn,SydneyAirport,0,8.3,50,11,78,57,1016.4,2,No
summer,Darwin,0,10.8,35,20,32,15,1014.3,4,No
summer,Cobar,0,7.7,24,6,93,47,1030.6,6,No
summer,NorfolkIsland,0.4,6.9,59,24,58,80,1023.6,7,Yes
summer,Portland,0.8,0.1,35,19,95,92,1022.2,8,Yes
summer,SydneyAirport,0,8.7,50,17,76,73,1025,1,No
winter,Melbourne,0,10.2,41,9,89,58,1012.1,2,No
summer,MelbourneAirport,0,1.2,78,43,51,45,1018.2,7,No
spring,Canberra,0,7,15,6,88,49,1027.1,6,No
spring,Canberra,0,9.6,17,6,79,38,1029.7,1,No
winter,Portland,0.4,6.6,43,15,83,72,1023.9,7,No
autumn,Townsville,0,11,33,9,20,26,1014.7,0,No
spring,Perth,0,7.2,31,15,48,30,1018.5,1,No
winter,CoffsHarbour,0,11.6,35,13,55,60,1014.5,1,Yes
spring,MelbourneAirport,0,10.2,31,24,54,27,1024.1,0,No
spring,Melbourne,0.2,0,26,13,85,71,1028,7,No
winter,Cairns,0,9.3,48,15,75,62,1010,4,No
winter,WaggaWagga,0,12.8,57,24,34,26,1006.9,1,No
winter,Brisbane,0,11,33,9,58,45,1018.4,2,No
summer,Canberra,0,7.7,26,6,76,48,1033.5,5,No
spring,Williamtown,0,9.6,33,6,74,75,1019.1,3,No
summer,Mildura,0,7.2,26,13,82,51,1028.6,4,No
summer,Perth,0,9.2,17,6,82,48,1029.7,2,Yes
autumn,Darwin,0,8.1,39,13,69,48,1008.5,7,No
spring,AliceSprings,0.8,10.2,22,9,85,32,1019.1,1,No
