@relation table_train-weka.filters.unsupervised.attribute.Remove-R1-11

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
QSO,0.297407,-0.688209
QSO,4.843557,-0.877372
STAR,-0.368308,-0.651832
GALAXY,-0.144689,-0.864805
GALAXY,-0.149033,-0.825782
GALAXY,-0.206274,-0.823798
STAR,-0.368132,1.072458
GALAXY,-0.262924,-0.682256
QSO,0.324902,-0.703421
GALAXY,-0.186118,-0.878694
STAR,-0.366737,1.075765
STAR,-0.366835,2.504405
STAR,-0.36761,1.01227
STAR,-0.368234,1.079733
STAR,-0.365874,-0.377347
GALAXY,-0.162326,-0.629344
GALAXY,-0.159712,-0.415048
STAR,-0.368285,2.504405
GALAXY,-0.133176,-0.824459
GALAXY,-0.069479,2.464721
STAR,-0.368165,-0.87671
GALAXY,-0.263636,-0.878694
STAR,-0.367096,-0.688209
STAR,-0.36804,-0.845624
QSO,1.616591,2.317227
STAR,-0.365036,1.741802
GALAXY,-0.264103,-0.878694
GALAXY,-0.139225,-0.377347
GALAXY,-0.119014,-0.650509
GALAXY,-0.121837,-0.650509
QSO,1.569517,2.94358
GALAXY,-0.275484,-0.628682
QSO,1.622271,-0.692839
GALAXY,-0.242748,-0.827105
GALAXY,-0.117083,-0.688209
GALAXY,-0.155827,-0.37867
GALAXY,-0.323299,-0.622068
STAR,-0.3655,1.290061
QSO,4.729169,1.047986
STAR,-0.368359,2.475965
STAR,-0.367949,1.08767
STAR,-0.367951,1.079733
GALAXY,-0.292933,-0.825782
QSO,1.86383,2.319211
STAR,-0.369306,0.879327
GALAXY,-0.044018,-0.84364
GALAXY,-0.250369,-0.699453
STAR,-0.367603,1.010286
GALAXY,-0.164699,-0.427614
GALAXY,-0.053797,-0.661091
STAR,-0.365768,1.73585
STAR,-0.367042,2.504405
GALAXY,-0.062534,-0.827766
QSO,4.579068,-0.626037
STAR,-0.369031,1.017561
STAR,-0.367902,-0.839671
STAR,-0.367619,0.841627
STAR,-0.367815,1.010286
STAR,-0.36718,-0.824459
GALAXY,0.083774,-0.631328
GALAXY,-0.116243,-0.62273
STAR,-0.367522,1.310565
QSO,9.535182,2.307306
STAR,-0.366758,2.504405
GALAXY,-0.08018,-0.412402
STAR,-0.367791,1.08767
GALAXY,-0.202041,-0.741122
STAR,-0.367947,1.01227
GALAXY,-0.263608,-0.698792
STAR,-0.368193,-0.709374
GALAXY,-0.20993,-0.692839
STAR,-0.367928,1.010286
GALAXY,-0.277157,-0.628682
STAR,-0.368109,1.194157
STAR,-0.369019,-0.839671
STAR,-0.367797,-0.622068
STAR,-0.367199,1.290061
GALAXY,-0.183667,-0.682918
STAR,-0.368183,1.194157
GALAXY,-0.248463,-0.589659
GALAXY,-0.201358,-0.583045
STAR,-0.367038,1.131985
GALAXY,-0.220078,-0.649186
GALAXY,-0.263529,-0.682256
STAR,-0.367938,-0.626698
STAR,-0.367767,2.518956
GALAXY,-0.184259,-0.824459
STAR,-0.36689,-0.825782
STAR,-0.368442,1.311887
QSO,1.430144,1.542719
GALAXY,-0.094137,-0.388591
STAR,-0.367372,0.579048
GALAXY,-0.237955,-0.681595
GALAXY,-0.170499,-0.839671
GALAXY,-0.141938,-0.650509
GALAXY,-0.163402,-0.622068
GALAXY,-0.285634,-0.703421
STAR,-0.367921,-0.650509
GALAXY,-0.223896,-0.703421
GALAXY,0.004226,-0.329726
GALAXY,-0.201638,-0.630005
GALAXY,-0.223811,-0.82512
QSO,2.11823,-0.877372
STAR,-0.36683,1.01227
GALAXY,-0.166939,-0.651832
STAR,-0.368497,-0.628682
GALAXY,-0.197951,-0.681595
GALAXY,-0.145973,-0.88134
STAR,-0.366728,-0.377347
STAR,-0.368864,1.072458
STAR,-0.367516,1.516924
STAR,-0.368066,1.046663
GALAXY,-0.117264,-0.628682
GALAXY,0.036882,-0.649186
GALAXY,-0.138491,-0.682256
STAR,-0.368584,1.222597
GALAXY,-0.17014,-0.66969
GALAXY,-0.342944,-0.825782
STAR,-0.367868,-0.622068
GALAXY,-0.201052,-0.866789
QSO,1.187673,-0.659768
GALAXY,-0.19836,2.244472
STAR,-0.370065,2.678355
GALAXY,-0.149407,-0.824459
GALAXY,-0.143492,-0.626037
QSO,3.996728,-0.682918
STAR,-0.36779,1.790085
STAR,-0.36804,-0.87671
GALAXY,-0.283009,-0.66043
STAR,-0.367284,1.010286
GALAXY,-0.092764,1.593647
GALAXY,-0.138537,-0.825782
STAR,-0.367325,1.046663
STAR,-0.367185,1.243762
STAR,-0.36761,-0.377347
STAR,-0.367628,1.075765
GALAXY,-0.167692,-0.864805
QSO,3.071109,-0.681595
GALAXY,-0.2466,-0.632651
STAR,-0.368254,-0.839671
STAR,-0.36774,1.010286
STAR,-0.368213,2.504405
GALAXY,-0.198031,-0.661091
GALAXY,-0.179308,-0.88134
GALAXY,-0.080773,-0.632651
GALAXY,-0.1333,-0.681595
GALAXY,-0.009549,-0.393883
GALAXY,-0.279505,-0.825782
GALAXY,-0.233769,0.328374
STAR,-0.367379,-0.842978
GALAXY,-0.218174,1.972633
STAR,-0.368127,0.540025
GALAXY,-0.247441,-0.688209
QSO,3.534533,-0.828427
GALAXY,-0.176542,-0.878694
QSO,1.44954,-0.69813
GALAXY,-0.256149,-0.37404
GALAXY,0.047513,-0.631989
GALAXY,-0.252499,-0.827105
GALAXY,0.041975,-0.622068
STAR,-0.367867,-0.682256
GALAXY,0.023207,-0.682256
STAR,-0.367685,2.419084
STAR,-0.367834,1.311887
GALAXY,-0.038032,-0.818506
STAR,-0.367405,-0.415048
GALAXY,-0.308993,-0.661091
GALAXY,0.053285,2.497791
STAR,-0.367866,1.075765
GALAXY,-0.233067,-0.828427
STAR,-0.366787,2.913816
GALAXY,-0.057612,-0.622068
STAR,-0.368271,1.67963
STAR,-0.36756,1.342312
GALAXY,0.015406,-0.661091
GALAXY,-0.135094,-0.628682
STAR,-0.368457,-0.839671
GALAXY,-0.092993,-0.415048
QSO,3.772786,-0.69813
STAR,-0.368634,1.342312
GALAXY,-0.183427,-0.66043
QSO,2.829268,-0.681595
GALAXY,-0.102744,-0.682918
GALAXY,-0.204213,-0.823798
QSO,0.245992,-0.82512
GALAXY,-0.265994,-0.629344
STAR,-0.367716,-0.827766
STAR,-0.368469,1.079733
GALAXY,-0.203302,-0.827105
GALAXY,-0.097557,-0.84827
GALAXY,-0.278764,-0.864805
STAR,-0.369265,0.801942
STAR,-0.365848,-0.668367
QSO,1.993111,-0.682256
STAR,-0.367804,0.841627
STAR,-0.367587,0.527458
STAR,-0.368395,-0.825782
STAR,-0.368168,0.637913
GALAXY,-0.193661,-0.589659
GALAXY,-0.154527,-0.880679
GALAXY,-0.193811,-0.632651
STAR,-0.3678,1.131985
GALAXY,-0.218656,-0.569817
STAR,-0.368492,1.114788
STAR,-0.36801,2.504405
STAR,-0.369104,2.319211
STAR,-0.366426,1.310565
GALAXY,-0.180636,-0.632651
STAR,-0.367806,1.132646
QSO,1.141551,-0.631328
STAR,-0.368095,-0.87671
GALAXY,-0.074258,-0.818506
GALAXY,-0.080102,-0.762287
STAR,-0.368304,-0.825782
STAR,-0.368077,1.08767
GALAXY,-0.111033,-0.650509
GALAXY,-0.139497,-0.606856
GALAXY,-0.069109,-0.66043
STAR,-0.366995,0.841627
STAR,-0.368085,1.243762
QSO,6.021992,2.315904
GALAXY,-0.180442,-0.706067
STAR,-0.367503,1.132646
GALAXY,-0.145039,-0.824459
STAR,-0.367137,1.065844
GALAXY,-0.249983,-0.82512
QSO,4.492273,-0.380655
GALAXY,-0.050606,-0.821152
QSO,2.325425,-0.826443
STAR,-0.36775,0.83832
STAR,-0.367054,1.342312
GALAXY,-0.192063,2.497791
STAR,-0.368053,1.131985
STAR,-0.367739,1.114788
STAR,-0.367743,1.075765
GALAXY,0.037735,-0.659768
GALAXY,-0.091358,-0.878694
GALAXY,-0.251239,-0.706067
QSO,4.821097,-0.681595
GALAXY,-0.267952,-0.682256
STAR,-0.368247,1.739157
GALAXY,-0.253015,-0.687548
GALAXY,-0.285325,-0.632651
GALAXY,-0.248289,-0.37867
STAR,-0.367637,-0.37867
GALAXY,-0.105345,-0.688209
GALAXY,-0.303616,-0.688209
STAR,-0.368372,1.779502
STAR,-0.366787,-0.628682
GALAXY,-0.231451,1.485176
STAR,-0.368131,1.034758
STAR,-0.368366,1.342312
GALAXY,-0.131878,-0.39256
GALAXY,-0.172111,-0.700114
GALAXY,-0.135744,-0.631328
GALAXY,0.043288,-0.878694
QSO,3.256858,-0.699453
STAR,-0.367899,0.83832
GALAXY,-0.151999,-0.414386
QSO,3.772403,-0.823798
GALAXY,-0.118177,-0.699453
STAR,-0.369503,1.342312
GALAXY,-0.146283,-0.88134
GALAXY,-0.13037,-0.622068
STAR,-0.369884,1.222597
STAR,-0.367256,2.504405
GALAXY,-0.248139,-0.682256
GALAXY,-0.223432,-0.650509
STAR,-0.368065,0.83832
STAR,-0.368381,1.079733
GALAXY,-0.129539,-0.628682
GALAXY,-0.140727,-0.824459
GALAXY,-0.03798,-0.66043
GALAXY,0.044837,-0.37867
GALAXY,-0.257816,-0.703421
GALAXY,-0.066381,-0.651832
QSO,0.662386,-0.689532
STAR,-0.370633,1.222597
STAR,-0.367502,1.290061
GALAXY,-0.109669,-0.682256
GALAXY,-0.080644,-0.699453
GALAXY,-0.029482,-0.678288
STAR,-0.367875,1.075765
GALAXY,0.051228,1.499727
GALAXY,-0.252553,-0.622068
GALAXY,-0.300254,-0.703421
GALAXY,-0.146856,-0.825782
STAR,-0.368885,-0.825782
GALAXY,-0.209849,-0.415048
QSO,4.712743,-0.377347
GALAXY,-0.179673,-0.681595
STAR,-0.368409,0.793344
STAR,-0.369075,1.310565
GALAXY,-0.354758,-0.66969
QSO,4.439467,-0.379332
STAR,-0.366032,1.290061
GALAXY,-0.201651,-0.659768
GALAXY,-0.080188,-0.82512
GALAXY,-0.246053,-0.88134
GALAXY,-0.20601,-0.629344
STAR,-0.367831,0.841627
STAR,-0.366419,1.523538
STAR,-0.368044,-0.622068
GALAXY,-0.170505,-0.827766
GALAXY,-0.173236,-0.569817
STAR,-0.369998,1.500389
STAR,-0.368103,-0.825782
GALAXY,-0.248913,-0.622068
STAR,-0.366929,2.504405
GALAXY,-0.157548,-0.864805
GALAXY,-0.061805,-0.622068
STAR,-0.366283,1.075765
GALAXY,-0.155916,-0.62273
STAR,-0.367311,0.793344
STAR,-0.368296,1.114127
STAR,-0.368466,1.105528
GALAXY,-0.183334,-0.878694
STAR,-0.367546,2.493823
STAR,-0.368782,1.243762
GALAXY,-0.168857,-0.687548
GALAXY,-0.126683,-0.699453
GALAXY,-0.198877,-0.702099
STAR,-0.368644,0.793344
STAR,-0.366532,1.310565
STAR,-0.366482,1.546026
STAR,-0.367721,-0.583045
STAR,-0.370174,1.132646
STAR,-0.367531,-0.679611
STAR,-0.367821,1.778841
GALAXY,-0.126206,-0.629344
GALAXY,-0.267497,-0.743106
GALAXY,-0.339584,-0.415048
GALAXY,-0.268584,2.149891
STAR,-0.36836,-0.37867
GALAXY,-0.069721,-0.649186
GALAXY,-0.187433,-0.741122
STAR,-0.367429,-0.626698
STAR,-0.366728,1.010286
GALAXY,-0.032674,-0.630005
STAR,-0.368267,-0.681595
STAR,-0.370348,1.27088
STAR,-0.366519,1.068489
STAR,-0.37032,1.311887
GALAXY,-0.14003,-0.659768
GALAXY,-0.129494,-0.678288
STAR,-0.367848,0.841627
GALAXY,-0.181059,-0.682256
GALAXY,-0.176593,-0.415048
STAR,-0.369021,1.131985
GALAXY,-0.316729,-0.703421
STAR,-0.367896,1.075765
QSO,2.504799,-0.682918
GALAXY,-0.245585,-0.84827
STAR,-0.368112,1.010286
GALAXY,-0.206462,-0.681595
GALAXY,-0.152897,-0.632651
QSO,1.629767,-0.681595
STAR,-0.368295,1.132646
STAR,-0.368044,0.793344
GALAXY,-0.181024,-0.645218
GALAXY,-0.036869,-0.688209
STAR,-0.367938,1.065844
GALAXY,-0.111686,-0.661091
STAR,-0.368105,1.485176
STAR,-0.367622,0.793344
GALAXY,-0.157366,-0.628682
STAR,-0.366167,-0.622068
GALAXY,-0.096014,-0.37404
GALAXY,-0.175625,-0.632651
GALAXY,-0.249296,-0.688209
GALAXY,-0.037167,-0.526164
STAR,-0.369356,1.243762
STAR,-0.3674,0.841627
STAR,-0.368614,0.793344
STAR,-0.368205,1.342312
GALAXY,-0.355079,-0.37867
GALAXY,-0.270002,-0.682256
STAR,-0.367879,1.075765
GALAXY,-0.137858,-0.66969
QSO,0.271439,-0.622068
GALAXY,-0.201133,-0.630005
STAR,-0.366619,-0.877372
GALAXY,-0.207945,-0.699453
STAR,-0.369846,1.030128
GALAXY,0.0399,-0.606856
STAR,-0.367208,1.065844
STAR,-0.368572,-0.827766
GALAXY,-0.08097,-0.628682
GALAXY,-0.154342,-0.682918
STAR,-0.367507,1.739157
STAR,-0.367071,-0.87671
STAR,-0.368142,1.131985
STAR,-0.369041,1.310565
GALAXY,-0.180717,-0.699453
QSO,2.138767,1.734527
STAR,-0.368226,1.342312
GALAXY,-0.315813,-0.866789
GALAXY,-0.020572,-0.66043
GALAXY,-0.174708,-0.703421
STAR,-0.366039,0.793344
GALAXY,-0.198404,-0.661091
STAR,-0.36813,1.08767
QSO,1.50077,-0.680934
GALAXY,-0.205917,-0.413063
GALAXY,-0.220232,-0.74046
GALAXY,-0.313868,-0.827766
STAR,-0.367597,0.793344
QSO,4.115577,-0.66043
QSO,4.823094,-0.661091
GALAXY,-0.28954,-0.66043
GALAXY,-0.152223,-0.379332
GALAXY,0.013771,-0.839671
GALAXY,-0.236866,-0.706067
GALAXY,-0.00107,-0.84827
GALAXY,-0.159965,-0.585029
STAR,-0.367739,1.132646
GALAXY,-0.216519,-0.37404
GALAXY,-0.167458,-0.632651
GALAXY,-0.318599,-0.679611
GALAXY,-0.28654,-0.682918
QSO,1.968514,-0.703421
STAR,-0.368155,1.075765
STAR,-0.367931,0.83832
QSO,1.428269,-0.583045
STAR,-0.368181,-0.682918
GALAXY,-0.300336,-0.681595
STAR,-0.368725,1.079733
STAR,-0.368414,-0.82512
STAR,-0.367973,1.342312
GALAXY,-0.251446,-0.650509
GALAXY,-0.061771,-0.622068
STAR,-0.367231,1.132646
STAR,-0.368725,1.01227
GALAXY,-0.146374,-0.583045
GALAXY,-0.171563,-0.606856
STAR,-0.368028,1.342312
STAR,-0.368171,-0.87671
STAR,-0.368256,1.342312
STAR,-0.367571,-0.631328
GALAXY,-0.276089,-0.628682
STAR,-0.367211,1.01227
GALAXY,-0.142095,-0.682918
STAR,-0.367991,0.211305
GALAXY,-0.293104,-0.827105
STAR,-0.367778,0.841627
STAR,-0.367831,1.072458
GALAXY,-0.118606,-0.682256
QSO,2.427286,-0.69813
STAR,-0.367906,0.793344
GALAXY,-0.283675,-0.628682
STAR,-0.36773,0.855516
STAR,-0.366856,1.310565
GALAXY,-0.092672,-0.650509
GALAXY,-0.240402,-0.706067
GALAXY,-0.148573,-0.679611
GALAXY,-0.033531,-0.630005
GALAXY,-0.362243,0.328374
STAR,-0.36686,2.518956
STAR,-0.36625,1.290061
GALAXY,-0.115151,-0.682256
GALAXY,-0.227122,-0.651832
GALAXY,-0.207602,-0.866789
GALAXY,-0.179002,-0.74046
GALAXY,-0.356568,-0.880679
STAR,-0.367815,1.075765
STAR,-0.367023,1.342312
GALAXY,-0.281223,-0.825782
GALAXY,-0.11718,-0.661091
STAR,-0.3683,1.545364
STAR,-0.367746,0.793344
GALAXY,-0.062819,-0.678288
QSO,2.400259,-0.704083
GALAXY,-0.264787,-0.688209
STAR,-0.36974,2.497791
GALAXY,-0.281536,-0.826443
GALAXY,-0.201227,-0.630005
GALAXY,-0.13972,-0.688209
QSO,3.583789,2.289448
GALAXY,-0.202552,-0.682256
STAR,-0.368312,1.342312
STAR,-0.366739,1.520892
GALAXY,-0.104506,-0.585029
GALAXY,-0.263222,-0.682256
GALAXY,-0.226672,-0.688209
STAR,-0.367993,1.215983
GALAXY,-0.183665,-0.688209
GALAXY,-0.212411,-0.82512
GALAXY,0.028423,-0.680934
QSO,5.713458,2.285479
STAR,-0.367259,-0.649186
GALAXY,-0.160351,-0.844963
GALAXY,-0.026207,-0.659768
GALAXY,-0.089737,-0.574447
STAR,-0.365502,-0.682256
GALAXY,-0.194777,-0.703421
STAR,-0.370039,1.222597
GALAXY,-0.042538,-0.762287
GALAXY,-0.097761,-0.84827
GALAXY,-0.160712,-0.415048
GALAXY,-0.189668,-0.709374
GALAXY,-0.163694,-0.62273
GALAXY,-0.164673,-0.589659
STAR,-0.367784,0.793344
STAR,-0.365804,0.855516
GALAXY,-0.163885,-0.466637
QSO,3.202921,-0.844963
STAR,-0.36719,-0.842978
GALAXY,-0.125142,1.714685
STAR,-0.367774,-0.87671
GALAXY,-0.288918,-0.743106
STAR,-0.370087,1.222597
GALAXY,-0.080752,-0.649186
GALAXY,-0.206108,-0.62273
STAR,-0.367832,1.010286
GALAXY,-0.161304,-0.844963
GALAXY,-0.180633,-0.626698
GALAXY,-0.267402,-0.682256
GALAXY,-0.29761,-0.585029
STAR,-0.365629,0.855516
GALAXY,-0.216653,-0.412402
GALAXY,-0.220219,-0.703421
STAR,-0.367538,0.841627
GALAXY,-0.228972,-0.630005
GALAXY,-0.077557,-0.413063
STAR,-0.36764,0.83832
GALAXY,-0.119429,-0.661091
GALAXY,-0.213605,-0.687548
QSO,1.340361,-0.679611
STAR,-0.370041,1.272864
STAR,-0.36894,1.132646
STAR,-0.367605,2.518956
GALAXY,-0.237192,-0.706067
STAR,-0.370437,1.346281
STAR,-0.367667,1.08767
GALAXY,-0.158683,-0.626037
STAR,-0.367885,0.83832
STAR,-0.367451,2.504405
STAR,-0.368378,1.079733
GALAXY,-0.071876,-0.688209
STAR,-0.368272,0.334327
STAR,-0.367793,-0.688209
STAR,-0.368136,1.079733
STAR,-0.367267,1.482531
STAR,-0.366551,0.83832
GALAXY,-0.088532,-0.589659
STAR,-0.36724,-0.373379
GALAXY,-0.181079,-0.629344
STAR,-0.367353,-0.682256
STAR,-0.368082,1.540073
GALAXY,-0.234089,-0.682256
STAR,-0.367889,1.010286
GALAXY,-0.157327,-0.827105
GALAXY,-0.117583,-0.706067
STAR,-0.368595,1.075765
GALAXY,-0.161345,-0.682256
GALAXY,0.060617,-0.66043
GALAXY,-0.087484,-0.66969
GALAXY,-0.284079,-0.826443
STAR,-0.367576,1.553301
GALAXY,-0.23195,-0.706067
QSO,4.210714,-0.68887
GALAXY,-0.237089,-0.838349
GALAXY,-0.244425,-0.632651
GALAXY,-0.283551,-0.825782
STAR,-0.367808,1.132646
STAR,-0.368012,1.075765
STAR,-0.367403,2.475965
STAR,-0.367344,1.010286
STAR,-0.367817,1.010286
GALAXY,-0.268029,-0.631989
STAR,-0.365682,1.718653
GALAXY,-0.258018,2.306644
GALAXY,-0.168411,-0.687548
STAR,-0.369177,1.030128
GALAXY,-0.049125,-0.698792
GALAXY,-0.177797,0.328374
STAR,-0.367626,-0.37867
GALAXY,-0.127549,-0.704083
GALAXY,0.004906,-0.878694
STAR,-0.367347,1.068489
STAR,-0.368023,1.030128
STAR,-0.368234,0.540025
STAR,-0.367461,1.342312
STAR,-0.368248,1.01227
STAR,-0.367181,1.075765
QSO,-0.078736,-0.688209
GALAXY,-0.259078,-0.706067
STAR,-0.367984,0.839642
STAR,-0.368411,-0.70739
STAR,-0.368463,0.793344
STAR,-0.368114,1.132646
STAR,-0.367899,1.075765
GALAXY,-0.217607,-0.82512
STAR,-0.368349,-0.818506
GALAXY,-0.123764,-0.661091
STAR,-0.367433,1.08767
GALAXY,0.287701,-0.659768
STAR,-0.367815,0.83832
QSO,4.711499,-0.649186
STAR,-0.36741,0.841627
STAR,-0.36803,0.793344
STAR,-0.367855,2.504405
GALAXY,-0.268311,-0.864805
GALAXY,-0.046657,-0.585029
STAR,-0.367883,1.075765
STAR,-0.366865,2.731929
STAR,-0.368359,-0.628682
STAR,-0.367631,-0.838349
GALAXY,-0.151371,-0.827766
GALAXY,-0.191128,-0.380655
GALAXY,-0.122296,-0.678288
GALAXY,-0.115953,-0.681595
STAR,-0.370128,2.464721
GALAXY,-0.024007,-0.82512
GALAXY,-0.070189,-0.628682
STAR,-0.369218,-0.680934
QSO,0.345137,-0.632651
GALAXY,-0.277588,-0.661091
GALAXY,-0.082445,-0.632651
GALAXY,-0.202916,-0.631989
STAR,-0.366821,1.290061
STAR,-0.365503,1.243762
QSO,0.727927,1.520892
GALAXY,-0.216541,-0.526164
STAR,-0.367824,-0.844963
GALAXY,-0.225779,-0.826443
STAR,-0.369307,-0.413063
GALAXY,-0.278675,-0.661091
STAR,-0.366988,1.01227
STAR,-0.367799,1.132646
STAR,-0.368068,2.51631
STAR,-0.36707,0.793344
GALAXY,-0.089943,2.285479
STAR,-0.367917,2.419084
GALAXY,-0.087726,-0.682256
GALAXY,-0.247169,-0.678288
GALAXY,-0.256756,-0.37404
GALAXY,-0.19489,-0.688209
GALAXY,-0.264995,-0.681595
GALAXY,-0.176359,-0.377347
STAR,-0.367536,1.075765
GALAXY,-0.218554,-0.82512
GALAXY,0.599837,-0.823798
GALAXY,-0.08193,-0.687548
STAR,-0.369114,-0.629344
GALAXY,0.082975,-0.604872
QSO,1.002332,-0.632651
GALAXY,0.002533,-0.651832
QSO,2.659043,-0.818506
GALAXY,-0.247781,-0.864805
GALAXY,-0.11134,-0.632651
STAR,-0.367483,1.742464
GALAXY,-0.203824,-0.699453
QSO,3.436432,-0.585691
GALAXY,0.058086,-0.864805
STAR,-0.368183,0.334327
STAR,-0.368038,0.793344
GALAXY,-0.294511,-0.651832
GALAXY,-0.110841,-0.650509
GALAXY,-0.14972,-0.622068
GALAXY,-0.169268,-0.668367
GALAXY,-0.170955,-0.37404
GALAXY,-0.081266,-0.626698
STAR,-0.367864,0.530104
GALAXY,-0.023653,-0.687548
STAR,-0.36861,0.83832
STAR,-0.367333,0.83832
GALAXY,-0.184239,-0.839671
GALAXY,-0.088265,-0.661091
STAR,-0.365936,-0.680934
GALAXY,-0.027457,-0.878694
GALAXY,0.016187,-0.661091
STAR,-0.368164,-0.84364
GALAXY,-0.079843,-0.379332
QSO,2.534947,-0.82512
GALAXY,-0.129285,-0.825782
STAR,-0.365816,0.841627
GALAXY,-0.096219,-0.681595
STAR,-0.367544,0.801942
STAR,-0.366362,0.83832
GALAXY,-0.127426,-0.631989
GALAXY,-0.162545,-0.651832
QSO,3.922551,-0.630005
STAR,-0.368571,1.323793
GALAXY,-0.108583,-0.379332
GALAXY,-0.23085,-0.703421
GALAXY,-0.093758,-0.823798
GALAXY,-0.246159,-0.703421
GALAXY,-0.101617,-0.692839
GALAXY,-0.190095,-0.700114
QSO,3.968336,2.322518
GALAXY,-0.122447,-0.650509
GALAXY,-0.06714,-0.606856
GALAXY,-0.052261,-0.66043
STAR,-0.366801,-0.668367
GALAXY,-0.094345,-0.704083
STAR,-0.367089,1.08767
STAR,-0.368571,0.530104
GALAXY,0.03632,-0.583045
STAR,-0.367569,0.83832
STAR,-0.366056,-0.379332
STAR,-0.366837,-0.659768
GALAXY,-0.124736,-0.630005
GALAXY,-0.118538,-0.682918
GALAXY,-0.103027,-0.689532
GALAXY,-0.212644,2.464721
GALAXY,-0.143347,-0.839671
QSO,0.348107,-0.706067
STAR,-0.36809,0.793344
STAR,-0.367616,1.01227
GALAXY,-0.258221,1.030128
GALAXY,-0.190395,-0.379332
GALAXY,-0.094169,-0.880679
STAR,-0.367457,1.010286
GALAXY,-0.257266,-0.37404
STAR,-0.368163,1.310565
GALAXY,-0.037353,-0.631989
GALAXY,-0.187203,-0.622068
GALAXY,-0.305458,-0.628682
STAR,-0.366476,1.010286
GALAXY,-0.185103,-0.39256
GALAXY,-0.198139,-0.69813
STAR,-0.368075,1.075765
QSO,3.808129,1.721299
STAR,-0.366153,1.075765
STAR,-0.367481,2.501098
GALAXY,-0.182427,-0.826443
GALAXY,-0.177946,-0.689532
STAR,-0.368124,-0.826443
GALAXY,-0.092854,-0.650509
GALAXY,-0.244231,-0.84827
STAR,-0.368849,-0.659768
STAR,-0.367117,-0.839671
STAR,-0.367725,1.310565
STAR,-0.367679,0.839642
STAR,-0.366883,-0.626698
GALAXY,-0.191161,1.950146
GALAXY,-0.059149,-0.706067
STAR,-0.367791,0.841627
QSO,3.607751,-0.84827
GALAXY,-0.128526,-0.681595
STAR,-0.366976,0.83832
STAR,-0.368204,1.010286
STAR,-0.368752,0.1994
GALAXY,-0.154949,-0.681595
GALAXY,-0.083349,-0.379332
GALAXY,-0.284141,-0.864805
GALAXY,-0.124252,2.475965
GALAXY,-0.089374,-0.82512
QSO,2.380582,-0.82512
QSO,2.989258,-0.622068
STAR,-0.368027,-0.709374
STAR,-0.368426,0.879327
STAR,-0.366947,0.83832
GALAXY,-0.081129,-0.818506
GALAXY,-0.213935,-0.84364
GALAXY,-0.154164,-0.818506
STAR,-0.367882,1.065844
GALAXY,-0.289128,-0.706067
GALAXY,-0.126305,-0.679611
GALAXY,-0.094018,-0.37404
GALAXY,-0.057766,-0.826443
STAR,-0.367097,1.010286
GALAXY,-0.246833,-0.624052
GALAXY,-0.153576,-0.466637
GALAXY,-0.129943,-0.415048
STAR,-0.368025,2.504405
GALAXY,-0.195565,-0.630005
GALAXY,-0.191021,-0.631328
GALAXY,-0.069304,-0.659768
STAR,-0.367797,1.075765
STAR,-0.367471,2.51631
GALAXY,-0.329063,-0.692839
STAR,-0.367981,1.546026
STAR,-0.36821,1.072458
GALAXY,-0.297938,1.600922
GALAXY,-0.11617,-0.682256
STAR,-0.365699,-0.659768
GALAXY,-0.213494,-0.827105
GALAXY,-0.217898,-0.839671
GALAXY,-0.272366,-0.629344
STAR,-0.367199,2.504405
STAR,-0.367695,0.793344
GALAXY,-0.278292,-0.88134
STAR,-0.368029,1.065844
GALAXY,-0.051061,-0.632651
STAR,-0.369832,0.637913
STAR,-0.366644,-0.87671
GALAXY,-0.176018,-0.88134
STAR,-0.366687,1.721299
GALAXY,-0.10243,-0.37404
STAR,-0.368083,0.793344
GALAXY,-0.054087,-0.703421
GALAXY,-0.162367,-0.878033
STAR,-0.368131,-0.414386
GALAXY,-0.293233,-0.650509
STAR,-0.36734,1.010286
STAR,-0.366239,1.742464
STAR,-0.367373,1.075765
STAR,-0.368903,-0.682918
QSO,3.982257,-0.624052
GALAXY,-0.288532,-0.583045
STAR,-0.366617,-0.659768
QSO,3.200332,-0.682918
GALAXY,-0.150071,-0.688209
STAR,-0.368321,1.342312
STAR,-0.367994,1.08767
STAR,-0.370034,2.659836
STAR,-0.367332,0.83832
GALAXY,-0.197927,-0.650509
STAR,-0.369425,0.879327
STAR,-0.36762,0.841627
GALAXY,-0.251817,-0.703421
STAR,-0.36806,1.068489
GALAXY,-0.215139,-0.622068
GALAXY,-0.241007,-0.688209
GALAXY,-0.175346,-0.709374
STAR,-0.367847,0.83832
STAR,-0.366679,1.010286
GALAXY,-0.295618,-0.630005
STAR,-0.368614,-0.826443
GALAXY,-0.160405,-0.622068
STAR,-0.367544,1.010286
GALAXY,-0.124312,-0.682256
GALAXY,-0.056463,-0.606856
QSO,0.588395,-0.628682
GALAXY,-0.268179,-0.682256
STAR,-0.368004,1.131985
STAR,-0.367358,0.841627
QSO,0.038677,-0.622068
QSO,-0.178473,-0.659768
STAR,-0.368274,-0.688209
GALAXY,-0.180679,-0.631989
STAR,-0.367893,1.243762
GALAXY,-0.271148,-0.682256
STAR,-0.366921,1.310565
GALAXY,-0.089048,-0.632651
STAR,-0.368095,1.222597
GALAXY,-0.126969,-0.681595
STAR,-0.366717,1.342312
GALAXY,0.05197,-0.699453
GALAXY,-0.280086,-0.650509
